Provinsi,Tanggal,Curah_Hujan_mm
Sumatera Utara,2023-10-19,7.620902614497684
Maluku,2023-10-20,0.8243687656751075
Maluku Utara,2023-10-20,4.918695079774916
Kepulauan Bangka Belitung,2023-10-20,8.570638151217581
Banten,2023-10-20,8.770035098167808
Gorontalo,2023-10-20,1.7632793814186112
Papua Barat,2023-10-20,21.62061964456662
Jawa Barat,2023-10-20,10.955057862474774
Papua,2023-10-20,10.160171959352354
Sulawesi Utara,2023-10-20,4.220260100425216
Sumatera Selatan,2023-10-20,11.457578460432645
Kepulauan Riau,2023-10-20,5.102341578563781
Riau,2023-10-20,7.5333229366215795
Sulawesi Barat,2023-10-20,0.6663593680974947
Sulawesi Selatan,2023-10-20,0.0494705089066544
Aceh,2023-10-20,7.185510397663175
Bali,2023-10-20,0.0
DI Yogyakarta,2023-10-20,0.0300533520441212
DKI Jakarta,2023-10-20,5.922532627328232
Jambi,2023-10-20,8.31830184507846
Jawa Tengah,2023-10-20,1.3756758065305992
Jawa Timur,2023-10-20,0.0790345089641402
Kalimantan Barat,2023-10-20,2.69954427019362
Kalimantan Selatan,2023-10-20,11.008690631084592
Kalimantan Tengah,2023-10-20,3.996219693535769
Kalimantan Timur,2023-10-20,4.053932701317839
Lampung,2023-10-20,1.7063237480341873
Nusa Tenggara Barat,2023-10-20,0.0
Nusa Tenggara Timur,2023-10-20,0.3711157872825883
Sulawesi Tengah,2023-10-20,0.6586741201339383
Sulawesi Tenggara,2023-10-20,0.0
Sumatera Barat,2023-10-20,9.209831377959752
Sumatera Utara,2023-10-20,6.005864923102174
Maluku,2023-10-21,5.624783031616784
Maluku Utara,2023-10-21,4.215895041842869
Kepulauan Bangka Belitung,2023-10-21,1.9300588717915024
Banten,2023-10-21,2.870618308115493
Gorontalo,2023-10-21,4.015321264538294
Papua Barat,2023-10-21,12.411941683939345
Jawa Barat,2023-10-21,5.012467772439577
Papua,2023-10-21,8.507051298267182
Sulawesi Utara,2023-10-21,6.925537893826954
Sumatera Selatan,2023-10-21,5.4541214994150895
Kepulauan Riau,2023-10-21,4.273456756008112
Riau,2023-10-21,14.294887170319155
Sulawesi Barat,2023-10-21,0.127088875975781
Sulawesi Selatan,2023-10-21,0.008993405429048
Aceh,2023-10-21,7.850267632376817
Bali,2023-10-21,0.0
DI Yogyakarta,2023-10-21,0.4625937522967906
DKI Jakarta,2023-10-21,0.0
Jambi,2023-10-21,4.23678423756678
Jawa Tengah,2023-10-21,1.1423414697167815
Jawa Timur,2023-10-21,0.0289923926079382
Kalimantan Barat,2023-10-21,14.679544672849843
Kalimantan Selatan,2023-10-21,3.222467922120864
Kalimantan Tengah,2023-10-21,4.443725235392367
Kalimantan Timur,2023-10-21,6.026848885324186
Lampung,2023-10-21,3.228112937104316
Nusa Tenggara Barat,2023-10-21,0.1662603575362991
Nusa Tenggara Timur,2023-10-21,0.1926777153028895
Sulawesi Tengah,2023-10-21,0.8321629118324952
Sulawesi Tenggara,2023-10-21,0.0107009853156935
Sumatera Barat,2023-10-21,18.23839816374961
Sumatera Utara,2023-10-21,5.719094205537797
Maluku,2023-10-22,3.6522286894216793
Maluku Utara,2023-10-22,10.602575880747098
Kepulauan Bangka Belitung,2023-10-22,3.6814134659697166
Banten,2023-10-22,0.0
Gorontalo,2023-10-22,4.2683593437678615
Papua Barat,2023-10-22,4.961046913825556
Jawa Barat,2023-10-22,4.130395008414611
Papua,2023-10-22,0.2169959594495949
Sulawesi Utara,2023-10-22,4.114609855055912
Sumatera Selatan,2023-10-22,4.286000545747991
Kepulauan Riau,2023-10-22,10.43976854739768
Riau,2023-10-22,12.994131160507456
Sulawesi Barat,2023-10-22,5.207606545510697
Sulawesi Selatan,2023-10-22,3.674276483690611
Aceh,2023-10-22,14.543409411780512
Bali,2023-10-22,0.0
DI Yogyakarta,2023-10-22,0.0
DKI Jakarta,2023-10-22,0.0
Jambi,2023-10-22,10.031787472430612
Jawa Tengah,2023-10-22,0.2101638226880519
Jawa Timur,2023-10-22,0.8455128489183327
Kalimantan Barat,2023-10-22,15.480986391479346
Kalimantan Selatan,2023-10-22,12.689710420383962
Kalimantan Tengah,2023-10-22,17.84741990488533
Kalimantan Timur,2023-10-22,12.66031266130472
Lampung,2023-10-22,0.154539082277434
Nusa Tenggara Barat,2023-10-22,0.6812734266722386
Nusa Tenggara Timur,2023-10-22,1.6025632172173885
Sulawesi Tengah,2023-10-22,2.590339615603843
Sulawesi Tenggara,2023-10-22,1.8648187806706105
Sumatera Barat,2023-10-22,12.666466873047664
Sumatera Utara,2023-10-22,10.938884540509818
Maluku,2023-10-23,0.5539137110762551
Maluku Utara,2023-10-23,5.177384890268574
Kepulauan Bangka Belitung,2023-10-23,9.443564542044252
Banten,2023-10-23,3.389553249819597
Gorontalo,2023-10-23,2.161106181151243
Papua Barat,2023-10-23,1.4415525285981878
Jawa Barat,2023-10-23,4.6547262381814045
Papua,2023-10-23,5.87558224268398
Sulawesi Utara,2023-10-23,4.789602211936624
Sumatera Selatan,2023-10-23,1.8982923040007755
Kepulauan Riau,2023-10-23,3.4477303946535445
Riau,2023-10-23,11.296429893701314
Sulawesi Barat,2023-10-23,3.794037279701765
Sulawesi Selatan,2023-10-23,10.352658658607794
Aceh,2023-10-23,5.87172509546484
Bali,2023-10-23,1.5401169747467756
DI Yogyakarta,2023-10-23,0.0950241969697506
DKI Jakarta,2023-10-23,0.0
Jambi,2023-10-23,4.412271508621708
Jawa Tengah,2023-10-23,1.2851804807842313
Jawa Timur,2023-10-23,0.2867598190508446
Kalimantan Barat,2023-10-23,12.343921028485337
Kalimantan Selatan,2023-10-23,19.03624715789001
Kalimantan Tengah,2023-10-23,10.8572691465587
Kalimantan Timur,2023-10-23,11.086186467502406
Lampung,2023-10-23,0.3907973359482286
Nusa Tenggara Barat,2023-10-23,2.1468046848015767
Nusa Tenggara Timur,2023-10-23,0.8139169865262716
Sulawesi Tengah,2023-10-23,4.64433246296569
Sulawesi Tenggara,2023-10-23,4.96709536942837
Sumatera Barat,2023-10-23,7.815989209172002
Sumatera Utara,2023-10-23,5.970476549070494
Maluku,2023-10-24,0.010424495559735
Maluku Utara,2023-10-24,4.836955098184059
Kepulauan Bangka Belitung,2023-10-24,4.410063660465445
Banten,2023-10-24,2.462989916057771
Gorontalo,2023-10-24,2.2492482189988507
Papua Barat,2023-10-24,0.1753598399647854
Jawa Barat,2023-10-24,13.783564723169464
Papua,2023-10-24,0.5209730549857082
Sulawesi Utara,2023-10-24,1.451413340979879
Sumatera Selatan,2023-10-24,5.905119097879439
Kepulauan Riau,2023-10-24,4.182548826342851
Riau,2023-10-24,17.333511350862604
Sulawesi Barat,2023-10-24,4.308265714481288
Sulawesi Selatan,2023-10-24,1.3066404050798797
Aceh,2023-10-24,7.07137364228362
Bali,2023-10-24,0.0
DI Yogyakarta,2023-10-24,2.5854387415255724
DKI Jakarta,2023-10-24,11.015489998414864
Jambi,2023-10-24,8.07900633951581
Jawa Tengah,2023-10-24,9.6059938289132
Jawa Timur,2023-10-24,1.7776289703407002
Kalimantan Barat,2023-10-24,11.559729824693802
Kalimantan Selatan,2023-10-24,14.30413343468545
Kalimantan Tengah,2023-10-24,12.295364849182764
Kalimantan Timur,2023-10-24,4.193698975758388
Lampung,2023-10-24,0.57465592217735
Nusa Tenggara Barat,2023-10-24,0.0
Nusa Tenggara Timur,2023-10-24,0.6695916157460207
Sulawesi Tengah,2023-10-24,1.1960685058613445
Sulawesi Tenggara,2023-10-24,0.2233201294549466
Sumatera Barat,2023-10-24,15.120637816998656
Sumatera Utara,2023-10-24,10.996670049045491
Maluku,2023-10-25,0.0102216364127027
Maluku Utara,2023-10-25,0.2880376337625069
Kepulauan Bangka Belitung,2023-10-25,2.569516520137299
Banten,2023-10-25,10.570618319837909
Gorontalo,2023-10-25,0.1379192270462651
Papua Barat,2023-10-25,0.1027171079914033
Jawa Barat,2023-10-25,9.448267942966009
Papua,2023-10-25,5.583968459918351
Sulawesi Utara,2023-10-25,4.837901362407024
Sumatera Selatan,2023-10-25,6.346510371152609
Kepulauan Riau,2023-10-25,5.807462050413321
Riau,2023-10-25,4.608398805421365
Sulawesi Barat,2023-10-25,1.634733237469271
Sulawesi Selatan,2023-10-25,0.0016126490585867
Aceh,2023-10-25,3.251117418266687
Bali,2023-10-25,0.0
DI Yogyakarta,2023-10-25,1.5690134365412671
DKI Jakarta,2023-10-25,5.533567099750596
Jambi,2023-10-25,2.1122020257015395
Jawa Tengah,2023-10-25,2.4362536595954456
Jawa Timur,2023-10-25,0.3571030502088359
Kalimantan Barat,2023-10-25,4.127156794017755
Kalimantan Selatan,2023-10-25,7.6238967974068785
Kalimantan Tengah,2023-10-25,4.491459594843613
Kalimantan Timur,2023-10-25,3.1731802526376143
Lampung,2023-10-25,3.776913697589293
Nusa Tenggara Barat,2023-10-25,0.0
Nusa Tenggara Timur,2023-10-25,0.0932548077837096
Sulawesi Tengah,2023-10-25,0.8698170896699304
Sulawesi Tenggara,2023-10-25,0.0033275887263002
Sumatera Barat,2023-10-25,7.341994390429723
Sumatera Utara,2023-10-25,2.049163937969395
Maluku,2023-10-26,0.0
Maluku Utara,2023-10-26,0.0180266486695031
Kepulauan Bangka Belitung,2023-10-26,1.0717113508679512
Banten,2023-10-26,8.375085625543383
Gorontalo,2023-10-26,0.0
Papua Barat,2023-10-26,0.4323534482855054
Jawa Barat,2023-10-26,3.708078212085022
Papua,2023-10-26,5.856066293342985
Sulawesi Utara,2023-10-26,1.5543060420817183
Sumatera Selatan,2023-10-26,1.549939181517597
Kepulauan Riau,2023-10-26,5.003781988588241
Riau,2023-10-26,7.835491941154896
Sulawesi Barat,2023-10-26,0.2160364047944691
Sulawesi Selatan,2023-10-26,0.0
Aceh,2023-10-26,16.879317228654315
Bali,2023-10-26,0.0
DI Yogyakarta,2023-10-26,2.173699550159497
DKI Jakarta,2023-10-26,0.0
Jambi,2023-10-26,1.8359074823445132
Jawa Tengah,2023-10-26,0.9214392438590862
Jawa Timur,2023-10-26,0.1772900266864291
Kalimantan Barat,2023-10-26,16.988733786165902
Kalimantan Selatan,2023-10-26,0.144855918742879
Kalimantan Tengah,2023-10-26,4.8077292364996165
Kalimantan Timur,2023-10-26,10.949353675318768
Lampung,2023-10-26,1.386651891254573
Nusa Tenggara Barat,2023-10-26,0.0
Nusa Tenggara Timur,2023-10-26,0.0675545486884509
Sulawesi Tengah,2023-10-26,0.0065665049924449
Sulawesi Tenggara,2023-10-26,0.0
Sumatera Barat,2023-10-26,6.172150305055957
Sumatera Utara,2023-10-26,14.698459860310274
Maluku,2023-10-27,0.2590564022372588
Maluku Utara,2023-10-27,1.7263882804738573
Kepulauan Bangka Belitung,2023-10-27,2.3525887447096205
Banten,2023-10-27,3.642950391710812
Gorontalo,2023-10-27,0.0
Papua Barat,2023-10-27,4.324577079301048
Jawa Barat,2023-10-27,1.9108889550739332
Papua,2023-10-27,7.921605745208971
Sulawesi Utara,2023-10-27,0.3070024156858582
Sumatera Selatan,2023-10-27,0.0913693259260993
Kepulauan Riau,2023-10-27,6.812124892450434
Riau,2023-10-27,7.4915270899966515
Sulawesi Barat,2023-10-27,0.0
Sulawesi Selatan,2023-10-27,0.0
Aceh,2023-10-27,10.183923774379982
Bali,2023-10-27,0.0
DI Yogyakarta,2023-10-27,0.0
DKI Jakarta,2023-10-27,0.0
Jambi,2023-10-27,0.1890601844751801
Jawa Tengah,2023-10-27,0.3335005865483791
Jawa Timur,2023-10-27,0.0
Kalimantan Barat,2023-10-27,6.036167923626199
Kalimantan Selatan,2023-10-27,0.2265396924214934
Kalimantan Tengah,2023-10-27,5.768972792367818
Kalimantan Timur,2023-10-27,1.4336893186212534
Lampung,2023-10-27,0.0
Nusa Tenggara Barat,2023-10-27,0.0
Nusa Tenggara Timur,2023-10-27,0.3142061141112789
Sulawesi Tengah,2023-10-27,0.0054346778633264
Sulawesi Tenggara,2023-10-27,0.0
Sumatera Barat,2023-10-27,1.1352629766436666
Sumatera Utara,2023-10-27,10.63483019023444
Maluku,2023-10-28,0.0
Maluku Utara,2023-10-28,0.629417162510656
Kepulauan Bangka Belitung,2023-10-28,5.856737196334379
Banten,2023-10-28,0.0
Gorontalo,2023-10-28,0.0
Papua Barat,2023-10-28,2.810641919701537
Jawa Barat,2023-10-28,0.0
Papua,2023-10-28,7.308151587745399
Sulawesi Utara,2023-10-28,3.256390725113488
Sumatera Selatan,2023-10-28,1.6971487257826217
Kepulauan Riau,2023-10-28,9.318910348555674
Riau,2023-10-28,11.62052716967371
Sulawesi Barat,2023-10-28,0.0041496852452962
Sulawesi Selatan,2023-10-28,0.0015084534480149
Aceh,2023-10-28,7.993287626337248
Bali,2023-10-28,0.0
DI Yogyakarta,2023-10-28,0.0
DKI Jakarta,2023-10-28,0.0
Jambi,2023-10-28,2.9568091829966323
Jawa Tengah,2023-10-28,0.0
Jawa Timur,2023-10-28,0.0029159435119916
Kalimantan Barat,2023-10-28,10.608645647046666
Kalimantan Selatan,2023-10-28,0.0
Kalimantan Tengah,2023-10-28,1.278606457707781
Kalimantan Timur,2023-10-28,0.4635861764807956
Lampung,2023-10-28,0.0
Nusa Tenggara Barat,2023-10-28,3.102810782188742
Nusa Tenggara Timur,2023-10-28,0.8877526729657645
Sulawesi Tengah,2023-10-28,0.0171603416294794
Sulawesi Tenggara,2023-10-28,0.0018379382318777
Sumatera Barat,2023-10-28,2.6167396574704305
Sumatera Utara,2023-10-28,12.90369069170749
Maluku,2023-10-29,0.2451225935856183
Maluku Utara,2023-10-29,0.7241645417350744
Kepulauan Bangka Belitung,2023-10-29,0.003215639024602
Banten,2023-10-29,0.0
Gorontalo,2023-10-29,0.0
Papua Barat,2023-10-29,12.395285917780056
Jawa Barat,2023-10-29,0.0270582855842894
Papua,2023-10-29,10.826108539649534
Sulawesi Utara,2023-10-29,0.4441269212218346
Sumatera Selatan,2023-10-29,0.0132840338271279
Kepulauan Riau,2023-10-29,1.2624725374892325
Riau,2023-10-29,7.8797704883842865
Sulawesi Barat,2023-10-29,0.0
Sulawesi Selatan,2023-10-29,0.0
Aceh,2023-10-29,12.463430496963072
Bali,2023-10-29,0.0
DI Yogyakarta,2023-10-29,0.0
DKI Jakarta,2023-10-29,0.0
Jambi,2023-10-29,4.175595503477773
Jawa Tengah,2023-10-29,0.0
Jawa Timur,2023-10-29,0.0500399860120543
Kalimantan Barat,2023-10-29,11.186856371341614
Kalimantan Selatan,2023-10-29,0.0
Kalimantan Tengah,2023-10-29,1.9424734815404543
Kalimantan Timur,2023-10-29,2.127066289801143
Lampung,2023-10-29,0.0
Nusa Tenggara Barat,2023-10-29,0.088749934467296
Nusa Tenggara Timur,2023-10-29,0.3066577517588207
Sulawesi Tengah,2023-10-29,0.0016597336469984
Sulawesi Tenggara,2023-10-29,0.0202497046186955
Sumatera Barat,2023-10-29,6.374186842461718
Sumatera Utara,2023-10-29,17.80797775241687
Maluku,2023-10-30,1.1226679482928648
Maluku Utara,2023-10-30,0.0146025404620983
Kepulauan Bangka Belitung,2023-10-30,8.733163057070872
Banten,2023-10-30,1.024647394066638
Gorontalo,2023-10-30,0.2635469240344146
Papua Barat,2023-10-30,3.650516126869101
Jawa Barat,2023-10-30,0.138408173427464
Papua,2023-10-30,4.826855297648264
Sulawesi Utara,2023-10-30,2.4056426593826785
Sumatera Selatan,2023-10-30,0.8825954620406508
Kepulauan Riau,2023-10-30,1.312163098674656
Riau,2023-10-30,1.4646414229943048
Sulawesi Barat,2023-10-30,0.9419985919799796
Sulawesi Selatan,2023-10-30,0.0846513680600426
Aceh,2023-10-30,6.913827836043536
Bali,2023-10-30,6.485835464046728
DI Yogyakarta,2023-10-30,0.6275340498100042
DKI Jakarta,2023-10-30,0.0
Jambi,2023-10-30,0.2545120615284594
Jawa Tengah,2023-10-30,1.8108156056855924
Jawa Timur,2023-10-30,1.196746649921051
Kalimantan Barat,2023-10-30,14.037414221422326
Kalimantan Selatan,2023-10-30,0.0366956642094223
Kalimantan Tengah,2023-10-30,5.618294869015677
Kalimantan Timur,2023-10-30,1.4152399731617251
Lampung,2023-10-30,0.0
Nusa Tenggara Barat,2023-10-30,4.207593438355469
Nusa Tenggara Timur,2023-10-30,1.3680570256473623
Sulawesi Tengah,2023-10-30,0.3172920620308253
Sulawesi Tenggara,2023-10-30,0.0
Sumatera Barat,2023-10-30,0.2170524147413807
Sumatera Utara,2023-10-30,4.948047748147173
Maluku,2023-10-31,3.192950833950221
Maluku Utara,2023-10-31,1.3464198870968576
Kepulauan Bangka Belitung,2023-10-31,6.152202859082521
Banten,2023-10-31,2.231421396152729
Gorontalo,2023-10-31,0.0
Papua Barat,2023-10-31,15.41695706340579
Jawa Barat,2023-10-31,11.203809033924342
Papua,2023-10-31,15.176101602599685
Sulawesi Utara,2023-10-31,0.0
Sumatera Selatan,2023-10-31,4.6618383812045066
Kepulauan Riau,2023-10-31,4.466446068111294
Riau,2023-10-31,11.753791241646912
Sulawesi Barat,2023-10-31,0.0
Sulawesi Selatan,2023-10-31,0.7135816090911655
Aceh,2023-10-31,8.432041736757968
Bali,2023-10-31,0.0
DI Yogyakarta,2023-10-31,0.126167990951016
DKI Jakarta,2023-10-31,0.0
Jambi,2023-10-31,3.285642255826176
Jawa Tengah,2023-10-31,6.580563609784328
Jawa Timur,2023-10-31,1.772887367388427
Kalimantan Barat,2023-10-31,10.854168207521887
Kalimantan Selatan,2023-10-31,6.688103144515793
Kalimantan Tengah,2023-10-31,19.16327550921909
Kalimantan Timur,2023-10-31,1.2095240712289637
Lampung,2023-10-31,4.552527124147316
Nusa Tenggara Barat,2023-10-31,0.0011332631082744
Nusa Tenggara Timur,2023-10-31,4.097623048640386
Sulawesi Tengah,2023-10-31,1.4817331080383525
Sulawesi Tenggara,2023-10-31,3.661239902072301
Sumatera Barat,2023-10-31,7.606068026029388
Sumatera Utara,2023-10-31,16.808621005106723
Maluku,2023-11-01,5.890226595864939
Maluku Utara,2023-11-01,1.077971971851703
Kepulauan Bangka Belitung,2023-11-01,0.908348522998738
Banten,2023-11-01,8.526011759726213
Gorontalo,2023-11-01,0.8313475998242614
Papua Barat,2023-11-01,12.79010918721629
Jawa Barat,2023-11-01,6.766331347942728
Papua,2023-11-01,1.3762324724034185
Sulawesi Utara,2023-11-01,0.2302545344273085
Sumatera Selatan,2023-11-01,5.992240874765425
Kepulauan Riau,2023-11-01,2.901825905190932
Riau,2023-11-01,8.426150102876305
Sulawesi Barat,2023-11-01,15.94109920551706
Sulawesi Selatan,2023-11-01,4.773778690227692
Aceh,2023-11-01,10.708294635487963
Bali,2023-11-01,1.3488529410497665
DI Yogyakarta,2023-11-01,0.0106029522491731
DKI Jakarta,2023-11-01,5.2397092751279954
Jambi,2023-11-01,3.2596169490425035
Jawa Tengah,2023-11-01,3.206717527712657
Jawa Timur,2023-11-01,1.60678294434475
Kalimantan Barat,2023-11-01,5.139815824045059
Kalimantan Selatan,2023-11-01,7.294557490521232
Kalimantan Tengah,2023-11-01,1.1633029832433333
Kalimantan Timur,2023-11-01,1.4444060638167655
Lampung,2023-11-01,6.071781531730801
Nusa Tenggara Barat,2023-11-01,0.8598708821671035
Nusa Tenggara Timur,2023-11-01,0.275252334240179
Sulawesi Tengah,2023-11-01,1.5375058154299936
Sulawesi Tenggara,2023-11-01,5.639631984585502
Sumatera Barat,2023-11-01,10.129083772322272
Sumatera Utara,2023-11-01,12.224328345952756
Maluku,2023-11-02,1.2405753729008833
Maluku Utara,2023-11-02,1.5686554460954265
Kepulauan Bangka Belitung,2023-11-02,0.680728119389894
Banten,2023-11-02,5.1328823573373095
Gorontalo,2023-11-02,5.079388554212434
Papua Barat,2023-11-02,0.8792057717439592
Jawa Barat,2023-11-02,6.74897600206492
Papua,2023-11-02,1.493500647039524
Sulawesi Utara,2023-11-02,4.886164672837794
Sumatera Selatan,2023-11-02,7.063541949503895
Kepulauan Riau,2023-11-02,1.3640205487628585
Riau,2023-11-02,5.889121595859159
Sulawesi Barat,2023-11-02,18.65242059953657
Sulawesi Selatan,2023-11-02,14.762598809545564
Aceh,2023-11-02,5.954002704924977
Bali,2023-11-02,6.294881092117817
DI Yogyakarta,2023-11-02,0.0
DKI Jakarta,2023-11-02,0.0
Jambi,2023-11-02,3.525644620268207
Jawa Tengah,2023-11-02,1.431878724698759
Jawa Timur,2023-11-02,1.3906196025300837
Kalimantan Barat,2023-11-02,16.94474136526346
Kalimantan Selatan,2023-11-02,13.478140325567256
Kalimantan Tengah,2023-11-02,10.435507380858295
Kalimantan Timur,2023-11-02,11.990531613445762
Lampung,2023-11-02,6.018504747998541
Nusa Tenggara Barat,2023-11-02,2.089321139849328
Nusa Tenggara Timur,2023-11-02,2.640383367233061
Sulawesi Tengah,2023-11-02,4.2834633716771
Sulawesi Tenggara,2023-11-02,8.085892185388058
Sumatera Barat,2023-11-02,10.899723640522248
Sumatera Utara,2023-11-02,7.0514866426392055
Maluku,2023-11-03,0.5666682636902162
Maluku Utara,2023-11-03,2.475492548080068
Kepulauan Bangka Belitung,2023-11-03,15.910388319253896
Banten,2023-11-03,3.452461002929732
Gorontalo,2023-11-03,4.898460149587765
Papua Barat,2023-11-03,1.8078640263835928
Jawa Barat,2023-11-03,13.471519191216917
Papua,2023-11-03,5.509379041240538
Sulawesi Utara,2023-11-03,5.066166926991909
Sumatera Selatan,2023-11-03,3.745853614235821
Kepulauan Riau,2023-11-03,9.182876495338071
Riau,2023-11-03,2.224681365322626
Sulawesi Barat,2023-11-03,13.65920391429563
Sulawesi Selatan,2023-11-03,9.457328614225949
Aceh,2023-11-03,4.019194506706222
Bali,2023-11-03,3.1691491987335554
DI Yogyakarta,2023-11-03,9.111821285633717
DKI Jakarta,2023-11-03,0.0
Jambi,2023-11-03,2.1457779166957205
Jawa Tengah,2023-11-03,14.77109907199479
Jawa Timur,2023-11-03,10.690055224031177
Kalimantan Barat,2023-11-03,13.034198760646182
Kalimantan Selatan,2023-11-03,8.578842151879135
Kalimantan Tengah,2023-11-03,15.083689830942362
Kalimantan Timur,2023-11-03,8.757850588158657
Lampung,2023-11-03,5.667159958869326
Nusa Tenggara Barat,2023-11-03,1.7161786582280278
Nusa Tenggara Timur,2023-11-03,1.446527688297056
Sulawesi Tengah,2023-11-03,5.083367652361999
Sulawesi Tenggara,2023-11-03,2.342799138388138
Sumatera Barat,2023-11-03,6.1901454656364905
Sumatera Utara,2023-11-03,4.770489660557404
Maluku,2023-11-04,3.2344901110610818
Maluku Utara,2023-11-04,0.6658136427219999
Kepulauan Bangka Belitung,2023-11-04,20.423176171692543
Banten,2023-11-04,32.10712728434112
Gorontalo,2023-11-04,2.6708931891287944
Papua Barat,2023-11-04,5.080303340532924
Jawa Barat,2023-11-04,28.318432344184277
Papua,2023-11-04,5.24903186505018
Sulawesi Utara,2023-11-04,0.8927450525667342
Sumatera Selatan,2023-11-04,9.934824954867471
Kepulauan Riau,2023-11-04,12.259975660710394
Riau,2023-11-04,23.853507733201752
Sulawesi Barat,2023-11-04,4.554737311392199
Sulawesi Selatan,2023-11-04,6.052512830919037
Aceh,2023-11-04,4.88559440837168
Bali,2023-11-04,0.9690672166143196
DI Yogyakarta,2023-11-04,11.503402907627445
DKI Jakarta,2023-11-04,18.92323507202034
Jambi,2023-11-04,11.395235434424189
Jawa Tengah,2023-11-04,11.258234786769377
Jawa Timur,2023-11-04,6.681220245962995
Kalimantan Barat,2023-11-04,6.510882063370812
Kalimantan Selatan,2023-11-04,8.255289507672874
Kalimantan Tengah,2023-11-04,2.8411788068176267
Kalimantan Timur,2023-11-04,4.926634805401357
Lampung,2023-11-04,16.057333665830775
Nusa Tenggara Barat,2023-11-04,0.0458036554758878
Nusa Tenggara Timur,2023-11-04,0.0299930710116124
Sulawesi Tengah,2023-11-04,1.93042102997121
Sulawesi Tenggara,2023-11-04,3.47280845759807
Sumatera Barat,2023-11-04,14.962970073595672
Sumatera Utara,2023-11-04,12.110861744931366
Maluku,2023-11-05,1.363155894777491
Maluku Utara,2023-11-05,0.8325497545756857
Kepulauan Bangka Belitung,2023-11-05,6.09457758591182
Banten,2023-11-05,18.30231882040397
Gorontalo,2023-11-05,2.8747865281730376
Papua Barat,2023-11-05,5.464557638279768
Jawa Barat,2023-11-05,13.508220632307523
Papua,2023-11-05,3.825532959967844
Sulawesi Utara,2023-11-05,2.284631767033922
Sumatera Selatan,2023-11-05,7.643586336283267
Kepulauan Riau,2023-11-05,8.767033000604526
Riau,2023-11-05,10.408694390380814
Sulawesi Barat,2023-11-05,0.2191892016776983
Sulawesi Selatan,2023-11-05,0.0044789313901172
Aceh,2023-11-05,6.01404680067613
Bali,2023-11-05,0.0
DI Yogyakarta,2023-11-05,2.013122267173667
DKI Jakarta,2023-11-05,6.286609539969627
Jambi,2023-11-05,4.635991346416022
Jawa Tengah,2023-11-05,2.9718752481962247
Jawa Timur,2023-11-05,0.1627185566407885
Kalimantan Barat,2023-11-05,11.377132802936528
Kalimantan Selatan,2023-11-05,1.1983104130686009
Kalimantan Tengah,2023-11-05,2.484956608860456
Kalimantan Timur,2023-11-05,3.0290076600273257
Lampung,2023-11-05,17.116641769645547
Nusa Tenggara Barat,2023-11-05,0.0
Nusa Tenggara Timur,2023-11-05,0.0029696676650019
Sulawesi Tengah,2023-11-05,0.4497612161814981
Sulawesi Tenggara,2023-11-05,0.0
Sumatera Barat,2023-11-05,10.9459782544467
Sumatera Utara,2023-11-05,6.425846456507652
Maluku,2023-11-06,0.990459242924886
Maluku Utara,2023-11-06,0.0905480510918404
Kepulauan Bangka Belitung,2023-11-06,9.302093194720197
Banten,2023-11-06,2.530061653665721
Gorontalo,2023-11-06,3.534452519818271
Papua Barat,2023-11-06,7.325594794068619
Jawa Barat,2023-11-06,0.1870921522269863
Papua,2023-11-06,9.77029144986768
Sulawesi Utara,2023-11-06,6.644541370823721
Sumatera Selatan,2023-11-06,4.054144139631372
Kepulauan Riau,2023-11-06,7.804584816594703
Riau,2023-11-06,7.276746182524078
Sulawesi Barat,2023-11-06,0.0799282775234453
Sulawesi Selatan,2023-11-06,0.0950945002944043
Aceh,2023-11-06,5.3993941401033005
Bali,2023-11-06,0.0
DI Yogyakarta,2023-11-06,0.0
DKI Jakarta,2023-11-06,0.0
Jambi,2023-11-06,4.8031512638451535
Jawa Tengah,2023-11-06,0.1624368294251257
Jawa Timur,2023-11-06,0.0
Kalimantan Barat,2023-11-06,16.0227414107422
Kalimantan Selatan,2023-11-06,1.49502045246841
Kalimantan Tengah,2023-11-06,12.684099318281236
Kalimantan Timur,2023-11-06,8.851577167592428
Lampung,2023-11-06,3.7692082266791926
Nusa Tenggara Barat,2023-11-06,0.0
Nusa Tenggara Timur,2023-11-06,0.0
Sulawesi Tengah,2023-11-06,1.0881353919693173
Sulawesi Tenggara,2023-11-06,0.0368895547861251
Sumatera Barat,2023-11-06,9.674752178468191
Sumatera Utara,2023-11-06,9.234148963939436
Maluku,2023-11-07,0.586691446827173
Maluku Utara,2023-11-07,1.142292495433121
Kepulauan Bangka Belitung,2023-11-07,4.942808933087354
Banten,2023-11-07,0.0
Gorontalo,2023-11-07,2.647920559369369
Papua Barat,2023-11-07,6.4078188073990425
Jawa Barat,2023-11-07,0.1398310077947442
Papua,2023-11-07,4.264197115456632
Sulawesi Utara,2023-11-07,4.987440797850113
Sumatera Selatan,2023-11-07,3.02534803825479
Kepulauan Riau,2023-11-07,10.751292672603505
Riau,2023-11-07,17.856395408222593
Sulawesi Barat,2023-11-07,4.256226637401162
Sulawesi Selatan,2023-11-07,0.4025790143706678
Aceh,2023-11-07,7.317732558285744
Bali,2023-11-07,0.0
DI Yogyakarta,2023-11-07,0.0
DKI Jakarta,2023-11-07,0.0
Jambi,2023-11-07,5.550157258255913
