Provinsi,Tanggal,Suhu_Celsius
Sumatera Barat,2023-07-12,23.80243465027454
Sumatera Utara,2023-07-12,24.136499969851627
Maluku,2023-07-13,24.895822511515416
Maluku Utara,2023-07-13,24.31769274362897
Kepulauan Bangka Belitung,2023-07-13,27.380092390726524
Banten,2023-07-13,25.64301561122377
Gorontalo,2023-07-13,24.080593169595144
Papua Barat,2023-07-13,23.99269506930213
Jawa Barat,2023-07-13,23.96781967734145
Papua,2023-07-13,23.52086672276295
Sulawesi Utara,2023-07-13,23.80588058433156
Sumatera Selatan,2023-07-13,26.16343890206784
Kepulauan Riau,2023-07-13,28.0068346259178
Riau,2023-07-13,26.56051541649904
Sulawesi Barat,2023-07-13,21.50419111202381
Sulawesi Selatan,2023-07-13,21.969489534187367
Aceh,2023-07-13,22.549099178488465
Bali,2023-07-13,23.391785791529976
DI Yogyakarta,2023-07-13,24.15080093154789
DKI Jakarta,2023-07-13,27.20707677476957
Jambi,2023-07-13,25.76864519917951
Jawa Tengah,2023-07-13,24.63145384974364
Jawa Timur,2023-07-13,24.630915645942665
Kalimantan Barat,2023-07-13,25.92071603269814
Kalimantan Selatan,2023-07-13,24.61413776216384
Kalimantan Tengah,2023-07-13,25.75445320003831
Kalimantan Timur,2023-07-13,24.71901493208503
Lampung,2023-07-13,25.782048545571158
Nusa Tenggara Barat,2023-07-13,24.235440406822747
Nusa Tenggara Timur,2023-07-13,24.02504103172513
Sulawesi Tengah,2023-07-13,22.16608908511036
Sulawesi Tenggara,2023-07-13,23.191278353753948
Sumatera Barat,2023-07-13,23.664148500142964
Sumatera Utara,2023-07-13,23.51883690176354
Maluku,2023-07-14,24.45629737191357
Maluku Utara,2023-07-14,23.74023918549965
Kepulauan Bangka Belitung,2023-07-14,27.288701934282056
Banten,2023-07-14,25.53651784301079
Gorontalo,2023-07-14,23.80691966388489
Papua Barat,2023-07-14,23.453894272002184
Jawa Barat,2023-07-14,23.572755151460797
Papua,2023-07-14,23.51790697240319
Sulawesi Utara,2023-07-14,23.541810340040207
Sumatera Selatan,2023-07-14,25.836611837154496
Kepulauan Riau,2023-07-14,26.83015759904424
Riau,2023-07-14,25.305149083487645
Sulawesi Barat,2023-07-14,21.420259191807723
Sulawesi Selatan,2023-07-14,22.237341789279835
Aceh,2023-07-14,22.474744721433154
Bali,2023-07-14,23.390799407239
DI Yogyakarta,2023-07-14,23.822703007461545
DKI Jakarta,2023-07-14,26.93298009779758
Jambi,2023-07-14,24.69590820813021
Jawa Tengah,2023-07-14,24.239876702458837
Jawa Timur,2023-07-14,24.294420387572803
Kalimantan Barat,2023-07-14,25.62542818576003
Kalimantan Selatan,2023-07-14,25.02043684309392
Kalimantan Tengah,2023-07-14,24.863142556253937
Kalimantan Timur,2023-07-14,24.647312555335027
Lampung,2023-07-14,25.497262388119395
Nusa Tenggara Barat,2023-07-14,24.187771384277298
Nusa Tenggara Timur,2023-07-14,23.81159444488483
Sulawesi Tengah,2023-07-14,22.10018587474236
Sulawesi Tenggara,2023-07-14,22.929265257637702
Sumatera Barat,2023-07-14,22.365981595782436
Sumatera Utara,2023-07-14,22.599139150503085
Maluku,2023-07-15,24.76160034064812
Maluku Utara,2023-07-15,23.81908376356285
Kepulauan Bangka Belitung,2023-07-15,26.54341703538161
Banten,2023-07-15,25.238142295296058
Gorontalo,2023-07-15,23.432531059706207
Papua Barat,2023-07-15,23.37763378174981
Jawa Barat,2023-07-15,23.936713335914494
Papua,2023-07-15,23.427061826032343
Sulawesi Utara,2023-07-15,22.79342709717785
Sumatera Selatan,2023-07-15,25.489227455672847
Kepulauan Riau,2023-07-15,28.134200443274533
Riau,2023-07-15,26.642401653225036
Sulawesi Barat,2023-07-15,22.15155644106524
Sulawesi Selatan,2023-07-15,22.905495431704225
Aceh,2023-07-15,23.276788141590405
Bali,2023-07-15,23.3486963180079
DI Yogyakarta,2023-07-15,24.028263919060976
DKI Jakarta,2023-07-15,26.92186515321678
Jambi,2023-07-15,25.29569881399484
Jawa Tengah,2023-07-15,24.636181846414758
Jawa Timur,2023-07-15,24.49445632137716
Kalimantan Barat,2023-07-15,24.40028102038025
Kalimantan Selatan,2023-07-15,24.90212913705222
Kalimantan Tengah,2023-07-15,24.330821632308893
Kalimantan Timur,2023-07-15,24.286977770800217
Lampung,2023-07-15,25.157637706519505
Nusa Tenggara Barat,2023-07-15,24.014013693897738
Nusa Tenggara Timur,2023-07-15,23.325991103314287
Sulawesi Tengah,2023-07-15,22.41210491396912
Sulawesi Tenggara,2023-07-15,23.874951934181947
Sumatera Barat,2023-07-15,23.61656274313461
Sumatera Utara,2023-07-15,24.013425064608047
Maluku,2023-07-16,24.36570389257836
Maluku Utara,2023-07-16,24.24910441974705
Kepulauan Bangka Belitung,2023-07-16,27.013861096897628
Banten,2023-07-16,25.23376558711297
Gorontalo,2023-07-16,24.74098482644354
Papua Barat,2023-07-16,23.74892334389399
Jawa Barat,2023-07-16,23.62263777947129
Papua,2023-07-16,22.956832745029843
Sulawesi Utara,2023-07-16,23.97898535713265
Sumatera Selatan,2023-07-16,25.669457126915116
Kepulauan Riau,2023-07-16,28.162514879482416
Riau,2023-07-16,27.260100948114545
Sulawesi Barat,2023-07-16,21.623705167373767
Sulawesi Selatan,2023-07-16,22.441048109578112
Aceh,2023-07-16,23.655909863359923
Bali,2023-07-16,22.704733237330977
DI Yogyakarta,2023-07-16,23.31851032030089
DKI Jakarta,2023-07-16,26.532689844436703
Jambi,2023-07-16,25.381167425179992
Jawa Tengah,2023-07-16,23.949678860426232
Jawa Timur,2023-07-16,23.52068988247192
Kalimantan Barat,2023-07-16,25.332488354346918
Kalimantan Selatan,2023-07-16,25.716726686119408
Kalimantan Tengah,2023-07-16,24.907477783531373
Kalimantan Timur,2023-07-16,24.0218026662976
Lampung,2023-07-16,24.90807934009701
Nusa Tenggara Barat,2023-07-16,23.54731206654678
Nusa Tenggara Timur,2023-07-16,23.42966446240461
Sulawesi Tengah,2023-07-16,22.726167519390373
Sulawesi Tenggara,2023-07-16,23.63727802931214
Sumatera Barat,2023-07-16,23.957062440493907
Sumatera Utara,2023-07-16,24.49967492130217
Maluku,2023-07-17,24.52329785125529
Maluku Utara,2023-07-17,23.92624583793381
Kepulauan Bangka Belitung,2023-07-17,27.25293670068925
Banten,2023-07-17,25.57258707722302
Gorontalo,2023-07-17,24.587470885571573
Papua Barat,2023-07-17,24.157778230472537
Jawa Barat,2023-07-17,23.558685826735925
Papua,2023-07-17,23.195032639547144
Sulawesi Utara,2023-07-17,23.700088570384505
Sumatera Selatan,2023-07-17,25.68764950061161
Kepulauan Riau,2023-07-17,27.49776587637553
Riau,2023-07-17,26.63594967649918
Sulawesi Barat,2023-07-17,22.33188048595615
Sulawesi Selatan,2023-07-17,22.789154698267996
Aceh,2023-07-17,23.371168698751188
Bali,2023-07-17,23.03990750463593
DI Yogyakarta,2023-07-17,23.50488019785549
DKI Jakarta,2023-07-17,27.089050683057284
Jambi,2023-07-17,25.09398092628121
Jawa Tengah,2023-07-17,24.02995897616843
Jawa Timur,2023-07-17,23.9575981751406
Kalimantan Barat,2023-07-17,26.23621988882714
Kalimantan Selatan,2023-07-17,25.53220121291709
Kalimantan Tengah,2023-07-17,25.40756212997839
Kalimantan Timur,2023-07-17,24.805124550812103
Lampung,2023-07-17,25.380591872103096
Nusa Tenggara Barat,2023-07-17,23.965322020171996
Nusa Tenggara Timur,2023-07-17,23.51311396195443
Sulawesi Tengah,2023-07-17,22.91483370167591
Sulawesi Tenggara,2023-07-17,23.64040303027326
Sumatera Barat,2023-07-17,23.48078705463159
Sumatera Utara,2023-07-17,24.06241489512834
Maluku,2023-07-18,24.771281549363906
Maluku Utara,2023-07-18,24.942416540817995
Kepulauan Bangka Belitung,2023-07-18,27.38189034896623
Banten,2023-07-18,25.3397581445128
Gorontalo,2023-07-18,24.859711618964663
Papua Barat,2023-07-18,24.762453867908825
Jawa Barat,2023-07-18,23.481035815378256
Papua,2023-07-18,23.640380266862323
Sulawesi Utara,2023-07-18,24.254297533769957
Sumatera Selatan,2023-07-18,25.769416681149146
Kepulauan Riau,2023-07-18,27.116477894103863
Riau,2023-07-18,25.339765812448107
Sulawesi Barat,2023-07-18,22.58729970440904
Sulawesi Selatan,2023-07-18,23.08012474651465
Aceh,2023-07-18,23.08122508929825
Bali,2023-07-18,23.53249370968003
DI Yogyakarta,2023-07-18,24.140030079580995
DKI Jakarta,2023-07-18,26.435538269675824
Jambi,2023-07-18,24.656051432660657
Jawa Tengah,2023-07-18,24.600451120825625
Jawa Timur,2023-07-18,24.363015289647965
Kalimantan Barat,2023-07-18,26.75031012060629
Kalimantan Selatan,2023-07-18,25.95755788761868
Kalimantan Tengah,2023-07-18,26.11514288468786
Kalimantan Timur,2023-07-18,25.16417876655093
Lampung,2023-07-18,25.34144471220018
Nusa Tenggara Barat,2023-07-18,24.27051332449781
Nusa Tenggara Timur,2023-07-18,23.71142541948678
Sulawesi Tengah,2023-07-18,23.126484014921783
Sulawesi Tenggara,2023-07-18,23.970339760866032
Sumatera Barat,2023-07-18,22.75876529469093
Sumatera Utara,2023-07-18,23.600429311854377
Maluku,2023-07-19,24.787691630298927
Maluku Utara,2023-07-19,24.955833105315943
Kepulauan Bangka Belitung,2023-07-19,26.925843021828417
Banten,2023-07-19,25.39382941905805
Gorontalo,2023-07-19,24.71026326425368
Papua Barat,2023-07-19,24.73105872383889
Jawa Barat,2023-07-19,23.1161145476112
Papua,2023-07-19,23.555903681702585
Sulawesi Utara,2023-07-19,24.288219775971285
Sumatera Selatan,2023-07-19,25.56843824977431
Kepulauan Riau,2023-07-19,26.952622895197663
Riau,2023-07-19,25.859480901581524
Sulawesi Barat,2023-07-19,22.795758189380795
Sulawesi Selatan,2023-07-19,23.167014202675457
Aceh,2023-07-19,22.17255316339337
Bali,2023-07-19,22.750876450164213
DI Yogyakarta,2023-07-19,23.198360083541363
DKI Jakarta,2023-07-19,27.103990758944917
Jambi,2023-07-19,24.876966691991008
Jawa Tengah,2023-07-19,23.559092464770472
Jawa Timur,2023-07-19,23.489333734646408
Kalimantan Barat,2023-07-19,26.00071598445211
Kalimantan Selatan,2023-07-19,25.99093526351305
Kalimantan Tengah,2023-07-19,25.9569381044372
Kalimantan Timur,2023-07-19,24.709582921014324
Lampung,2023-07-19,25.30169884158154
Nusa Tenggara Barat,2023-07-19,23.75418542531814
Nusa Tenggara Timur,2023-07-19,23.615106233985745
Sulawesi Tengah,2023-07-19,23.063443462337982
Sulawesi Tenggara,2023-07-19,24.14253002505184
Sumatera Barat,2023-07-19,22.830394220977027
Sumatera Utara,2023-07-19,23.099375952738782
Maluku,2023-07-20,24.687165233625382
Maluku Utara,2023-07-20,25.135577981216656
Kepulauan Bangka Belitung,2023-07-20,25.700149070892568
Banten,2023-07-20,25.31512077426992
Gorontalo,2023-07-20,24.56306213573583
Papua Barat,2023-07-20,24.92297067224169
Jawa Barat,2023-07-20,23.452235724920577
Papua,2023-07-20,23.391851438663007
Sulawesi Utara,2023-07-20,24.248590633935148
Sumatera Selatan,2023-07-20,24.913720424916583
Kepulauan Riau,2023-07-20,26.224265706827264
Riau,2023-07-20,25.05797972939546
Sulawesi Barat,2023-07-20,22.801681399455244
Sulawesi Selatan,2023-07-20,23.074508999929943
Aceh,2023-07-20,22.69287859168808
Bali,2023-07-20,22.51183940289149
DI Yogyakarta,2023-07-20,23.29296753930069
DKI Jakarta,2023-07-20,26.926609877453863
Jambi,2023-07-20,23.897882332063155
Jawa Tengah,2023-07-20,23.773002042898373
Jawa Timur,2023-07-20,23.407869673639983
Kalimantan Barat,2023-07-20,24.259623305910416
Kalimantan Selatan,2023-07-20,25.686030564658264
Kalimantan Tengah,2023-07-20,24.868467619238352
Kalimantan Timur,2023-07-20,23.93552876875029
Lampung,2023-07-20,25.53686251030446
Nusa Tenggara Barat,2023-07-20,23.509327933146963
Nusa Tenggara Timur,2023-07-20,23.50709040049884
Sulawesi Tengah,2023-07-20,22.87159452311839
Sulawesi Tenggara,2023-07-20,24.15751370274089
Sumatera Barat,2023-07-20,22.334794892218014
Sumatera Utara,2023-07-20,23.143795152128355
Maluku,2023-07-21,24.70852705665409
Maluku Utara,2023-07-21,24.90335222972001
Kepulauan Bangka Belitung,2023-07-21,26.528914402180455
Banten,2023-07-21,25.88112449233789
Gorontalo,2023-07-21,24.4293645100125
Papua Barat,2023-07-21,24.31898125395876
Jawa Barat,2023-07-21,23.707070100576217
Papua,2023-07-21,23.67692935380385
Sulawesi Utara,2023-07-21,24.24781358156256
Sumatera Selatan,2023-07-21,25.110420829319747
Kepulauan Riau,2023-07-21,26.96752300331979
Riau,2023-07-21,26.49044515920439
Sulawesi Barat,2023-07-21,22.31095145673289
Sulawesi Selatan,2023-07-21,22.77868300161325
Aceh,2023-07-21,23.500566995383554
Bali,2023-07-21,22.656633652478146
DI Yogyakarta,2023-07-21,23.296375520534458
DKI Jakarta,2023-07-21,27.44040234989889
Jambi,2023-07-21,24.85689944805205
Jawa Tengah,2023-07-21,23.80925253029595
Jawa Timur,2023-07-21,23.53568771298739
Kalimantan Barat,2023-07-21,24.19880101219003
Kalimantan Selatan,2023-07-21,25.188952678756475
Kalimantan Tengah,2023-07-21,24.426885548129206
Kalimantan Timur,2023-07-21,23.29970583625485
Lampung,2023-07-21,24.948307226946188
Nusa Tenggara Barat,2023-07-21,23.869461064401325
Nusa Tenggara Timur,2023-07-21,23.62295727284744
Sulawesi Tengah,2023-07-21,22.62769014254031
Sulawesi Tenggara,2023-07-21,23.89528293447329
Sumatera Barat,2023-07-21,24.097186857669392
Sumatera Utara,2023-07-21,24.36038588770488
Maluku,2023-07-22,24.52382643755192
Maluku Utara,2023-07-22,24.79121899795451
Kepulauan Bangka Belitung,2023-07-22,27.303866148087227
Banten,2023-07-22,25.76996771809246
Gorontalo,2023-07-22,24.379621069125765
Papua Barat,2023-07-22,24.329788684778865
Jawa Barat,2023-07-22,24.107366841197045
Papua,2023-07-22,23.29070418037113
Sulawesi Utara,2023-07-22,23.990623693605407
Sumatera Selatan,2023-07-22,25.949904053621022
Kepulauan Riau,2023-07-22,27.909886088267644
Riau,2023-07-22,27.205210053269614
Sulawesi Barat,2023-07-22,22.922207486207057
Sulawesi Selatan,2023-07-22,22.99537377387515
Aceh,2023-07-22,23.55806831955573
Bali,2023-07-22,23.05589098731217
DI Yogyakarta,2023-07-22,24.283620692730736
DKI Jakarta,2023-07-22,27.63907070555434
Jambi,2023-07-22,25.555816445589663
Jawa Tengah,2023-07-22,24.73550328511804
Jawa Timur,2023-07-22,24.46763785776133
Kalimantan Barat,2023-07-22,25.866570345468304
Kalimantan Selatan,2023-07-22,25.8168301664097
Kalimantan Tengah,2023-07-22,25.91268488972434
Kalimantan Timur,2023-07-22,24.689734864774174
Lampung,2023-07-22,25.68421573620041
Nusa Tenggara Barat,2023-07-22,23.8173274638091
Nusa Tenggara Timur,2023-07-22,23.274107151073625
Sulawesi Tengah,2023-07-22,22.84310149845645
Sulawesi Tenggara,2023-07-22,23.74478136394967
Sumatera Barat,2023-07-22,24.34463704485737
Sumatera Utara,2023-07-22,24.24953773322703
Maluku,2023-07-23,24.272718111345544
Maluku Utara,2023-07-23,24.869170904358278
Kepulauan Bangka Belitung,2023-07-23,27.35804576931863
Banten,2023-07-23,25.65936890742193
Gorontalo,2023-07-23,24.521167462470267
Papua Barat,2023-07-23,23.756642702789343
Jawa Barat,2023-07-23,24.1020079091948
Papua,2023-07-23,23.013990879550164
Sulawesi Utara,2023-07-23,24.191669275809687
Sumatera Selatan,2023-07-23,25.91479260656783
Kepulauan Riau,2023-07-23,27.401143381266344
Riau,2023-07-23,26.816065343041306
Sulawesi Barat,2023-07-23,22.188124324992724
Sulawesi Selatan,2023-07-23,22.692897662137188
Aceh,2023-07-23,23.309046818118915
Bali,2023-07-23,22.97065115229533
DI Yogyakarta,2023-07-23,24.350293435794317
DKI Jakarta,2023-07-23,27.285637386986764
Jambi,2023-07-23,25.23836606292129
Jawa Tengah,2023-07-23,24.729404904617265
Jawa Timur,2023-07-23,24.07604421967889
Kalimantan Barat,2023-07-23,26.31673276870277
Kalimantan Selatan,2023-07-23,25.820056794452643
Kalimantan Tengah,2023-07-23,26.217889576568894
Kalimantan Timur,2023-07-23,24.719900775933908
Lampung,2023-07-23,25.778679090367014
Nusa Tenggara Barat,2023-07-23,23.772430913977363
Nusa Tenggara Timur,2023-07-23,23.41925585298349
Sulawesi Tengah,2023-07-23,22.572187710573846
Sulawesi Tenggara,2023-07-23,23.669921879639467
Sumatera Barat,2023-07-23,23.74641245376533
Sumatera Utara,2023-07-23,24.06259427008606
Maluku,2023-07-24,23.74670439537523
Maluku Utara,2023-07-24,24.656259582919677
Kepulauan Bangka Belitung,2023-07-24,27.020621084352467
Banten,2023-07-24,25.0695213798736
Gorontalo,2023-07-24,24.50551154589956
Papua Barat,2023-07-24,24.074196988764964
Jawa Barat,2023-07-24,23.39976463212401
Papua,2023-07-24,22.967484966717027
Sulawesi Utara,2023-07-24,24.285326134350758
Sumatera Selatan,2023-07-24,24.818021082951603
Kepulauan Riau,2023-07-24,28.06776597574205
Riau,2023-07-24,26.76513555467454
Sulawesi Barat,2023-07-24,22.42179559031653
Sulawesi Selatan,2023-07-24,22.75203326343989
Aceh,2023-07-24,23.716045818090198
Bali,2023-07-24,23.309908648690485
DI Yogyakarta,2023-07-24,23.76073569970236
DKI Jakarta,2023-07-24,26.12552933723929
Jambi,2023-07-24,24.19526390567416
Jawa Tengah,2023-07-24,24.37829104148811
Jawa Timur,2023-07-24,24.304047145574405
Kalimantan Barat,2023-07-24,25.81501026509945
Kalimantan Selatan,2023-07-24,25.913235603163383
Kalimantan Tengah,2023-07-24,25.829760928001907
Kalimantan Timur,2023-07-24,24.556470346368894
Lampung,2023-07-24,24.88079020567873
Nusa Tenggara Barat,2023-07-24,23.992211303072043
Nusa Tenggara Timur,2023-07-24,22.667917640485207
Sulawesi Tengah,2023-07-24,22.769439743046256
Sulawesi Tenggara,2023-07-24,23.618193298763373
Sumatera Barat,2023-07-24,23.396880498804293
Sumatera Utara,2023-07-24,24.393526246891224
Maluku,2023-07-25,23.693995380102645
Maluku Utara,2023-07-25,24.63517268644952
Kepulauan Bangka Belitung,2023-07-25,27.256702426309214
Banten,2023-07-25,25.292392750951954
Gorontalo,2023-07-25,24.59389393929892
Papua Barat,2023-07-25,24.00394739075127
Jawa Barat,2023-07-25,23.77860658886905
Papua,2023-07-25,22.75320537789217
Sulawesi Utara,2023-07-25,24.150276426649484
Sumatera Selatan,2023-07-25,26.088114015824186
Kepulauan Riau,2023-07-25,28.46799620680762
Riau,2023-07-25,27.601568892132203
Sulawesi Barat,2023-07-25,22.440350149337437
Sulawesi Selatan,2023-07-25,22.90767666728676
Aceh,2023-07-25,24.160409893569263
Bali,2023-07-25,23.330533500852493
DI Yogyakarta,2023-07-25,23.99621723711398
DKI Jakarta,2023-07-25,26.47401235173711
Jambi,2023-07-25,25.820038074554333
Jawa Tengah,2023-07-25,24.798102626385397
Jawa Timur,2023-07-25,24.479348851938077
Kalimantan Barat,2023-07-25,26.411276963950066
Kalimantan Selatan,2023-07-25,25.90562226409465
Kalimantan Tengah,2023-07-25,26.4730616727315
Kalimantan Timur,2023-07-25,24.7700609261849
Lampung,2023-07-25,25.363404580158427
Nusa Tenggara Barat,2023-07-25,23.7430544554374
Nusa Tenggara Timur,2023-07-25,22.57002648888757
Sulawesi Tengah,2023-07-25,22.95445570624088
Sulawesi Tenggara,2023-07-25,23.57812884873678
Sumatera Barat,2023-07-25,24.216039792991896
Sumatera Utara,2023-07-25,24.865020116291635
Maluku,2023-07-26,23.964670433229408
Maluku Utara,2023-07-26,24.811398120199687
Kepulauan Bangka Belitung,2023-07-26,27.30367432119681
Banten,2023-07-26,25.48875796551686
Gorontalo,2023-07-26,24.560141317709327
Papua Barat,2023-07-26,24.31485106006801
Jawa Barat,2023-07-26,23.66115123285713
Papua,2023-07-26,23.348329574129195
Sulawesi Utara,2023-07-26,24.245611648461598
Sumatera Selatan,2023-07-26,26.28947872890406
Kepulauan Riau,2023-07-26,28.19869143353538
Riau,2023-07-26,27.743310786191465
Sulawesi Barat,2023-07-26,21.894221663056054
Sulawesi Selatan,2023-07-26,22.893909783705745
Aceh,2023-07-26,23.93332521033509
Bali,2023-07-26,22.70866869089514
DI Yogyakarta,2023-07-26,23.16091457585904
DKI Jakarta,2023-07-26,27.070311554177067
Jambi,2023-07-26,26.16601452400339
Jawa Tengah,2023-07-26,24.00539153940993
Jawa Timur,2023-07-26,23.850752130040185
Kalimantan Barat,2023-07-26,26.41551609564952
Kalimantan Selatan,2023-07-26,25.455996540468195
Kalimantan Tengah,2023-07-26,25.92995939428289
Kalimantan Timur,2023-07-26,25.17146051079054
Lampung,2023-07-26,25.591644427141464
Nusa Tenggara Barat,2023-07-26,23.416505733002182
Nusa Tenggara Timur,2023-07-26,22.56173355062465
Sulawesi Tengah,2023-07-26,22.879523941886664
Sulawesi Tenggara,2023-07-26,23.676379664348847
Sumatera Barat,2023-07-26,24.42127951357376
Sumatera Utara,2023-07-26,25.006089626697104
Maluku,2023-07-27,24.6219937699012
Maluku Utara,2023-07-27,25.0807181117618
Kepulauan Bangka Belitung,2023-07-27,27.49427304024653
Banten,2023-07-27,25.6254158737852
Gorontalo,2023-07-27,24.67108993707157
Papua Barat,2023-07-27,24.49454059586252
Jawa Barat,2023-07-27,23.479755981843333
Papua,2023-07-27,23.12524904310501
Sulawesi Utara,2023-07-27,24.35389208723924
Sumatera Selatan,2023-07-27,26.687805895373224
Kepulauan Riau,2023-07-27,28.404094660406077
Riau,2023-07-27,27.964515476531982
Sulawesi Barat,2023-07-27,22.40182781508572
Sulawesi Selatan,2023-07-27,22.880399236871774
Aceh,2023-07-27,24.109629614553803
Bali,2023-07-27,22.5324924206514
DI Yogyakarta,2023-07-27,22.493885972363028
DKI Jakarta,2023-07-27,27.47872545271239
Jambi,2023-07-27,26.362923727967555
Jawa Tengah,2023-07-27,23.359373260071653
Jawa Timur,2023-07-27,23.572407707507697
Kalimantan Barat,2023-07-27,26.45316649030974
Kalimantan Selatan,2023-07-27,25.43525197593559
Kalimantan Tengah,2023-07-27,25.96854396561737
Kalimantan Timur,2023-07-27,25.263869404142334
Lampung,2023-07-27,25.928933374063927
Nusa Tenggara Barat,2023-07-27,23.154599616042063
Nusa Tenggara Timur,2023-07-27,22.63310123875816
Sulawesi Tengah,2023-07-27,22.975467827574885
Sulawesi Tenggara,2023-07-27,23.72591558012035
Sumatera Barat,2023-07-27,24.58251685529211
Sumatera Utara,2023-07-27,25.08943930576708
Maluku,2023-07-28,24.738871695519823
Maluku Utara,2023-07-28,25.134739180657604
Kepulauan Bangka Belitung,2023-07-28,27.36283423099521
Banten,2023-07-28,25.300543597960974
Gorontalo,2023-07-28,24.80225424008741
Papua Barat,2023-07-28,25.104450387356223
Jawa Barat,2023-07-28,23.14701488476047
Papua,2023-07-28,23.98685444196406
Sulawesi Utara,2023-07-28,24.57270687000517
Sumatera Selatan,2023-07-28,26.14382218115681
Kepulauan Riau,2023-07-28,28.027754982450958
Riau,2023-07-28,27.76675312550492
Sulawesi Barat,2023-07-28,23.061895273927835
Sulawesi Selatan,2023-07-28,22.978347356019235
Aceh,2023-07-28,24.03590028624352
Bali,2023-07-28,22.64693552403144
DI Yogyakarta,2023-07-28,22.983023594177823
DKI Jakarta,2023-07-28,27.02873130793619
Jambi,2023-07-28,25.99360251276166
Jawa Tengah,2023-07-28,23.57359598110861
Jawa Timur,2023-07-28,23.683816624053406
Kalimantan Barat,2023-07-28,25.81490306957232
Kalimantan Selatan,2023-07-28,25.466239433455463
Kalimantan Tengah,2023-07-28,25.68736107114433
Kalimantan Timur,2023-07-28,24.80201127867193
Lampung,2023-07-28,25.455613287126237
Nusa Tenggara Barat,2023-07-28,23.227601876169555
Nusa Tenggara Timur,2023-07-28,22.978402308839268
Sulawesi Tengah,2023-07-28,23.04702315625564
Sulawesi Tenggara,2023-07-28,23.79066961403478
Sumatera Barat,2023-07-28,24.59903243407376
Sumatera Utara,2023-07-28,24.90390327414664
Maluku,2023-07-29,24.881056533855947
Maluku Utara,2023-07-29,25.283452057548324
Kepulauan Bangka Belitung,2023-07-29,27.30786438129033
Banten,2023-07-29,25.433921658496512
Gorontalo,2023-07-29,24.61857000984874
Papua Barat,2023-07-29,25.043198439369316
Jawa Barat,2023-07-29,23.14142801886895
Papua,2023-07-29,23.43778333981892
Sulawesi Utara,2023-07-29,24.446674663064247
Sumatera Selatan,2023-07-29,25.99508219176899
Kepulauan Riau,2023-07-29,28.11606651966399
Riau,2023-07-29,27.31548861119245
Sulawesi Barat,2023-07-29,22.76580835665666
Sulawesi Selatan,2023-07-29,23.010232566490643
Aceh,2023-07-29,24.21143573424851
Bali,2023-07-29,22.71529533573757
DI Yogyakarta,2023-07-29,23.222486815168857
DKI Jakarta,2023-07-29,26.84462464054244
Jambi,2023-07-29,25.556126121658163
Jawa Tengah,2023-07-29,23.79616505748986
Jawa Timur,2023-07-29,23.67052563768225
Kalimantan Barat,2023-07-29,25.980859469908967
Kalimantan Selatan,2023-07-29,25.481805077714565
Kalimantan Tengah,2023-07-29,25.736552187659317
Kalimantan Timur,2023-07-29,24.99868713255681
Lampung,2023-07-29,25.34930410273677
Nusa Tenggara Barat,2023-07-29,23.51408151851812
Nusa Tenggara Timur,2023-07-29,23.33456752660682
Sulawesi Tengah,2023-07-29,22.94602786402717
Sulawesi Tenggara,2023-07-29,23.863160434659356
Sumatera Barat,2023-07-29,24.410726443141947
Sumatera Utara,2023-07-29,25.099377673356564
Maluku,2023-07-30,24.904492486298604
Maluku Utara,2023-07-30,25.22191086825404
Kepulauan Bangka Belitung,2023-07-30,27.28010562998394
Banten,2023-07-30,25.52545815517185
Gorontalo,2023-07-30,24.662128604796184
Papua Barat,2023-07-30,24.45636116251478
Jawa Barat,2023-07-30,23.119328283360325
Papua,2023-07-30,22.6794912229742
Sulawesi Utara,2023-07-30,24.438258241558383
Sumatera Selatan,2023-07-30,25.944293617367872
Kepulauan Riau,2023-07-30,28.30566062237132
Riau,2023-07-30,27.33521106660692
Sulawesi Barat,2023-07-30,23.176117099855407
Sulawesi Selatan,2023-07-30,23.275372315367477
Aceh,2023-07-30,23.017386264864573
Bali,2023-07-30,22.867141430552103
DI Yogyakarta,2023-07-30,23.43573638912
DKI Jakarta,2023-07-30,27.194037252843533
Jambi,2023-07-30,25.649060459416525
Jawa Tengah,2023-07-30,23.684691964852934
Jawa Timur,2023-07-30,23.725595706216147
Kalimantan Barat,2023-07-30,25.94469880992257
Kalimantan Selatan,2023-07-30,25.73208913977094
Kalimantan Tengah,2023-07-30,25.818176135051537
Kalimantan Timur,2023-07-30,25.16287381103548
Lampung,2023-07-30,25.298179433969946
Nusa Tenggara Barat,2023-07-30,23.707609586078384
Nusa Tenggara Timur,2023-07-30,23.70937463072349
Sulawesi Tengah,2023-07-30,23.13629558165161
Sulawesi Tenggara,2023-07-30,24.06826319927889
Sumatera Barat,2023-07-30,23.895290529404644
Sumatera Utara,2023-07-30,24.82950475917334
Maluku,2023-07-31,24.94157473714528
Maluku Utara,2023-07-31,25.06524940354328
Kepulauan Bangka Belitung,2023-07-31,27.382785509933704
Banten,2023-07-31,25.120085609269328
Gorontalo,2023-07-31,25.080916608091027
Papua Barat,2023-07-31,25.13488833681634
Jawa Barat,2023-07-31,23.4872362613806
Papua,2023-07-31,23.613681200504825
Sulawesi Utara,2023-07-31,24.8397973647907
Sumatera Selatan,2023-07-31,25.57496680521002
Kepulauan Riau,2023-07-31,28.203625737495795
Riau,2023-07-31,26.619894770085143
Sulawesi Barat,2023-07-31,22.713005171494963
