Provinsi,Tanggal,Suhu_Celsius
Kalimantan Selatan,2024-04-15,26.465575490100736
Kalimantan Tengah,2024-04-15,25.934504768203915
Kalimantan Timur,2024-04-15,25.79680297934014
Lampung,2024-04-15,26.753074727466952
Nusa Tenggara Barat,2024-04-15,26.09613817829928
Nusa Tenggara Timur,2024-04-15,24.740243464222047
Sulawesi Tengah,2024-04-15,23.605518733267537
Sulawesi Tenggara,2024-04-15,25.197806488738976
Sumatera Barat,2024-04-15,24.852681373908897
Sumatera Utara,2024-04-15,24.59350313970896
Maluku,2024-04-16,25.400895123101293
Maluku Utara,2024-04-16,25.608763773355182
Kepulauan Bangka Belitung,2024-04-16,27.36772619597911
Banten,2024-04-16,26.95130113290601
Gorontalo,2024-04-16,25.580646884124576
Papua Barat,2024-04-16,23.97572743986884
Jawa Barat,2024-04-16,25.327868735551757
Papua,2024-04-16,24.06376569097984
Sulawesi Utara,2024-04-16,25.162722599525765
Sumatera Selatan,2024-04-16,26.06660700890528
Kepulauan Riau,2024-04-16,27.609165812137405
Riau,2024-04-16,26.487088772491678
Sulawesi Barat,2024-04-16,23.310119253363137
Sulawesi Selatan,2024-04-16,24.074339991202383
Aceh,2024-04-16,23.638497082642267
Bali,2024-04-16,24.86262637848369
DI Yogyakarta,2024-04-16,26.803427800183076
DKI Jakarta,2024-04-16,27.55590269347902
Jambi,2024-04-16,25.35590800162485
Jawa Tengah,2024-04-16,26.292446867065134
Jawa Timur,2024-04-16,26.26990280284949
Kalimantan Barat,2024-04-16,26.48173798604128
Kalimantan Selatan,2024-04-16,27.59179934460061
Kalimantan Tengah,2024-04-16,27.22917110766637
Kalimantan Timur,2024-04-16,26.09804701167092
Lampung,2024-04-16,26.393359358059044
Nusa Tenggara Barat,2024-04-16,24.833928868417047
Nusa Tenggara Timur,2024-04-16,24.92075942572764
Sulawesi Tengah,2024-04-16,23.92464219914576
Sulawesi Tenggara,2024-04-16,25.15201811606436
Sumatera Barat,2024-04-16,24.25871113073304
Sumatera Utara,2024-04-16,23.937811705114548
Maluku,2024-04-17,25.995281866854103
Maluku Utara,2024-04-17,26.085198438073963
Kepulauan Bangka Belitung,2024-04-17,27.24385028897704
Banten,2024-04-17,26.59796979167523
Gorontalo,2024-04-17,25.688175653520624
Papua Barat,2024-04-17,24.353281643569066
Jawa Barat,2024-04-17,24.96746729247477
Papua,2024-04-17,23.855468588768456
Sulawesi Utara,2024-04-17,25.340662306693936
Sumatera Selatan,2024-04-17,26.5631282926118
Kepulauan Riau,2024-04-17,27.878550032518724
Riau,2024-04-17,25.965249806204664
Sulawesi Barat,2024-04-17,23.207024845715235
Sulawesi Selatan,2024-04-17,24.34440458154428
Aceh,2024-04-17,23.363166679007904
Bali,2024-04-17,24.70753231006944
DI Yogyakarta,2024-04-17,26.44795438837794
DKI Jakarta,2024-04-17,27.357744049738194
Jambi,2024-04-17,25.706078915367808
Jawa Tengah,2024-04-17,25.661613354614225
Jawa Timur,2024-04-17,25.190904577410706
Kalimantan Barat,2024-04-17,25.429693144456174
Kalimantan Selatan,2024-04-17,27.144167972531054
Kalimantan Tengah,2024-04-17,26.49990431068624
Kalimantan Timur,2024-04-17,26.30115666755042
Lampung,2024-04-17,26.491198114777102
Nusa Tenggara Barat,2024-04-17,25.59244624223895
Nusa Tenggara Timur,2024-04-17,25.558181633746763
Sulawesi Tengah,2024-04-17,24.041149312760524
Sulawesi Tenggara,2024-04-17,25.445759700178257
Sumatera Barat,2024-04-17,24.16871733623846
Sumatera Utara,2024-04-17,24.16877216559734
Maluku,2024-04-18,25.563611037408933
Maluku Utara,2024-04-18,25.735989565337047
Kepulauan Bangka Belitung,2024-04-18,26.82360948176545
Banten,2024-04-18,26.70946117953146
Gorontalo,2024-04-18,25.433826601617696
Papua Barat,2024-04-18,24.616836582890688
Jawa Barat,2024-04-18,24.81763073872669
Papua,2024-04-18,23.789812229505888
Sulawesi Utara,2024-04-18,24.992820558218096
Sumatera Selatan,2024-04-18,26.201460466968285
Kepulauan Riau,2024-04-18,28.154447089352736
Riau,2024-04-18,26.73168795903513
Sulawesi Barat,2024-04-18,22.74661889583664
Sulawesi Selatan,2024-04-18,24.020751201162923
Aceh,2024-04-18,23.48650350567108
Bali,2024-04-18,25.1495362059148
DI Yogyakarta,2024-04-18,26.028540427362152
DKI Jakarta,2024-04-18,27.2409101170381
Jambi,2024-04-18,25.66308411306074
Jawa Tengah,2024-04-18,25.332719036481
Jawa Timur,2024-04-18,25.565340739169866
Kalimantan Barat,2024-04-18,25.664843694975577
Kalimantan Selatan,2024-04-18,26.644336694036674
Kalimantan Tengah,2024-04-18,26.3433542053863
Kalimantan Timur,2024-04-18,25.899374566387305
Lampung,2024-04-18,26.21944241435695
Nusa Tenggara Barat,2024-04-18,25.85504358439073
Nusa Tenggara Timur,2024-04-18,25.030821471812267
Sulawesi Tengah,2024-04-18,23.497492314338544
Sulawesi Tenggara,2024-04-18,25.51272182022471
Sumatera Barat,2024-04-18,24.288531358038696
Sumatera Utara,2024-04-18,24.30428517311699
Maluku,2024-04-19,25.73916786902315
Maluku Utara,2024-04-19,25.465890401411453
Kepulauan Bangka Belitung,2024-04-19,27.56170296248991
Banten,2024-04-19,26.31462972910217
Gorontalo,2024-04-19,25.60328347990665
Papua Barat,2024-04-19,25.04164293122886
Jawa Barat,2024-04-19,24.49860769533892
Papua,2024-04-19,24.01782872534675
Sulawesi Utara,2024-04-19,24.965864669857663
Sumatera Selatan,2024-04-19,26.194555049365523
Kepulauan Riau,2024-04-19,28.15027770223576
Riau,2024-04-19,26.903620378849787
Sulawesi Barat,2024-04-19,23.9829452524482
Sulawesi Selatan,2024-04-19,24.686325909076213
Aceh,2024-04-19,23.323546263885937
Bali,2024-04-19,25.39776854803553
DI Yogyakarta,2024-04-19,26.11975871483362
DKI Jakarta,2024-04-19,26.68912155378057
Jambi,2024-04-19,25.77797805018534
Jawa Tengah,2024-04-19,25.496032215864915
Jawa Timur,2024-04-19,25.861313865070745
Kalimantan Barat,2024-04-19,26.726430011182945
Kalimantan Selatan,2024-04-19,27.350538716176576
Kalimantan Tengah,2024-04-19,27.25089197439887
Kalimantan Timur,2024-04-19,25.613471287336917
Lampung,2024-04-19,25.87723141976452
Nusa Tenggara Barat,2024-04-19,26.134952930878832
Nusa Tenggara Timur,2024-04-19,24.72501984297648
Sulawesi Tengah,2024-04-19,24.22155543482184
Sulawesi Tenggara,2024-04-19,25.798917518034514
Sumatera Barat,2024-04-19,24.502254668280877
Sumatera Utara,2024-04-19,24.42145246828142
Maluku,2024-04-20,26.255514481578587
Maluku Utara,2024-04-20,25.579894578423755
Kepulauan Bangka Belitung,2024-04-20,27.7642010480564
Banten,2024-04-20,26.305758769344724
Gorontalo,2024-04-20,25.800235201502325
Papua Barat,2024-04-20,25.33550676072768
Jawa Barat,2024-04-20,24.700666301678265
Papua,2024-04-20,24.692724864063223
Sulawesi Utara,2024-04-20,25.20755197048304
Sumatera Selatan,2024-04-20,26.308517772995945
Kepulauan Riau,2024-04-20,27.997306951093066
Riau,2024-04-20,25.80585923410392
Sulawesi Barat,2024-04-20,23.96098243045184
Sulawesi Selatan,2024-04-20,24.435907269633017
Aceh,2024-04-20,23.079186680242685
Bali,2024-04-20,25.34862750005251
DI Yogyakarta,2024-04-20,26.691983583640177
DKI Jakarta,2024-04-20,26.91840031599344
Jambi,2024-04-20,25.44261533496242
Jawa Tengah,2024-04-20,26.079459188426757
Jawa Timur,2024-04-20,26.38534927106873
Kalimantan Barat,2024-04-20,26.14321867276124
Kalimantan Selatan,2024-04-20,27.0844783788356
Kalimantan Tengah,2024-04-20,26.45668102335704
Kalimantan Timur,2024-04-20,25.62998597279872
Lampung,2024-04-20,26.304900874832068
Nusa Tenggara Barat,2024-04-20,26.03503350085092
Nusa Tenggara Timur,2024-04-20,25.39545634427324
Sulawesi Tengah,2024-04-20,24.18280523219857
Sulawesi Tenggara,2024-04-20,25.459895465783816
Sumatera Barat,2024-04-20,23.503616631828734
Sumatera Utara,2024-04-20,23.734460609241676
Maluku,2024-04-21,26.615941302865952
Maluku Utara,2024-04-21,25.73471017610385
Kepulauan Bangka Belitung,2024-04-21,27.58388315790808
Banten,2024-04-21,26.210653803014008
Gorontalo,2024-04-21,26.38698035718725
Papua Barat,2024-04-21,25.619208496503365
Jawa Barat,2024-04-21,24.746241769075848
Papua,2024-04-21,25.353626185159296
Sulawesi Utara,2024-04-21,25.09405561850656
Sumatera Selatan,2024-04-21,26.408791606955315
Kepulauan Riau,2024-04-21,28.3019606943441
Riau,2024-04-21,27.07593890340975
Sulawesi Barat,2024-04-21,23.53445487465896
Sulawesi Selatan,2024-04-21,24.21772083009149
Aceh,2024-04-21,23.984617143155365
Bali,2024-04-21,24.67591701673872
DI Yogyakarta,2024-04-21,26.228652497302143
DKI Jakarta,2024-04-21,27.181620971103545
Jambi,2024-04-21,26.17554821241633
Jawa Tengah,2024-04-21,25.604548992312157
Jawa Timur,2024-04-21,25.395210289745705
Kalimantan Barat,2024-04-21,25.425746496671177
Kalimantan Selatan,2024-04-21,26.69019802306429
Kalimantan Tengah,2024-04-21,25.89704850203504
Kalimantan Timur,2024-04-21,25.50934470832818
Lampung,2024-04-21,26.02012940825343
Nusa Tenggara Barat,2024-04-21,25.586910543129616
Nusa Tenggara Timur,2024-04-21,25.281252979071013
Sulawesi Tengah,2024-04-21,24.179126139894485
Sulawesi Tenggara,2024-04-21,25.15756038766739
Sumatera Barat,2024-04-21,24.622903062816142
Sumatera Utara,2024-04-21,24.518304788986395
Maluku,2024-04-22,25.866418163184875
Maluku Utara,2024-04-22,25.3662981920652
Kepulauan Bangka Belitung,2024-04-22,27.86039520203137
Banten,2024-04-22,27.07221492720401
Gorontalo,2024-04-22,25.246933643550307
Papua Barat,2024-04-22,25.14894290187087
Jawa Barat,2024-04-22,25.254500810923577
Papua,2024-04-22,24.39869325809074
Sulawesi Utara,2024-04-22,24.759310282933345
Sumatera Selatan,2024-04-22,26.465013182144748
Kepulauan Riau,2024-04-22,28.33029855872612
Riau,2024-04-22,26.42301810187349
Sulawesi Barat,2024-04-22,23.306598889458677
Sulawesi Selatan,2024-04-22,23.858726796524245
Aceh,2024-04-22,24.195200980639815
Bali,2024-04-22,24.70459335596347
DI Yogyakarta,2024-04-22,26.70349423517488
DKI Jakarta,2024-04-22,27.837587227167592
Jambi,2024-04-22,25.800955491225263
Jawa Tengah,2024-04-22,26.07526285645918
Jawa Timur,2024-04-22,25.79250765132942
Kalimantan Barat,2024-04-22,26.856270471297808
Kalimantan Selatan,2024-04-22,26.549083912341075
Kalimantan Tengah,2024-04-22,26.46417047063956
Kalimantan Timur,2024-04-22,25.75620683989973
Lampung,2024-04-22,26.38652292630703
Nusa Tenggara Barat,2024-04-22,24.972879909972825
Nusa Tenggara Timur,2024-04-22,24.924857913094524
Sulawesi Tengah,2024-04-22,23.561827015212614
Sulawesi Tenggara,2024-04-22,24.37429383541125
Sumatera Barat,2024-04-22,24.48293107433428
Sumatera Utara,2024-04-22,24.805193270882544
Maluku,2024-04-23,26.219399099164303
Maluku Utara,2024-04-23,25.75098886134074
Kepulauan Bangka Belitung,2024-04-23,27.59224468298272
Banten,2024-04-23,26.487571275936386
Gorontalo,2024-04-23,25.824883321473703
Papua Barat,2024-04-23,25.504690352631496
Jawa Barat,2024-04-23,24.64926187586181
Papua,2024-04-23,25.06191505197428
Sulawesi Utara,2024-04-23,25.1871841864656
Sumatera Selatan,2024-04-23,26.18944924315931
Kepulauan Riau,2024-04-23,28.456094184732333
Riau,2024-04-23,26.664106248866258
Sulawesi Barat,2024-04-23,23.74157697138716
Sulawesi Selatan,2024-04-23,24.572710113198323
Aceh,2024-04-23,24.04958870775377
Bali,2024-04-23,24.427585681759748
DI Yogyakarta,2024-04-23,25.753445731469892
DKI Jakarta,2024-04-23,27.100817116182768
Jambi,2024-04-23,25.8059683278218
Jawa Tengah,2024-04-23,25.201814097555356
Jawa Timur,2024-04-23,25.31513520034331
Kalimantan Barat,2024-04-23,26.35229967518907
Kalimantan Selatan,2024-04-23,26.72509532562285
Kalimantan Tengah,2024-04-23,26.64001304043868
Kalimantan Timur,2024-04-23,25.546640797040855
Lampung,2024-04-23,26.22475732445402
Nusa Tenggara Barat,2024-04-23,25.35695221440001
Nusa Tenggara Timur,2024-04-23,25.16577589006009
Sulawesi Tengah,2024-04-23,24.18473222638797
Sulawesi Tenggara,2024-04-23,25.390842512730337
Sumatera Barat,2024-04-23,24.693654443472795
Sumatera Utara,2024-04-23,24.804243114294163
Maluku,2024-04-24,26.478247965259666
Maluku Utara,2024-04-24,26.006738399464663
Kepulauan Bangka Belitung,2024-04-24,27.860403952832108
Banten,2024-04-24,26.472233008227523
Gorontalo,2024-04-24,25.019356551820163
Papua Barat,2024-04-24,25.471807971720263
Jawa Barat,2024-04-24,25.134760355474462
Papua,2024-04-24,24.69351884513357
Sulawesi Utara,2024-04-24,24.61820067615241
Sumatera Selatan,2024-04-24,26.38875338364016
Kepulauan Riau,2024-04-24,28.4814800244941
Riau,2024-04-24,26.80864644203249
Sulawesi Barat,2024-04-24,23.131398786971246
Sulawesi Selatan,2024-04-24,23.7845768508899
Aceh,2024-04-24,24.11463798111571
Bali,2024-04-24,24.83323247882549
DI Yogyakarta,2024-04-24,26.232505061313837
DKI Jakarta,2024-04-24,27.465863980098792
Jambi,2024-04-24,26.38801267322968
Jawa Tengah,2024-04-24,25.770762656281452
Jawa Timur,2024-04-24,25.42214497074226
Kalimantan Barat,2024-04-24,25.94298762369627
Kalimantan Selatan,2024-04-24,25.999509019434864
Kalimantan Tengah,2024-04-24,25.92624196192789
Kalimantan Timur,2024-04-24,24.758535420903254
Lampung,2024-04-24,26.10393318714479
Nusa Tenggara Barat,2024-04-24,25.53598459640564
Nusa Tenggara Timur,2024-04-24,25.49549985172833
Sulawesi Tengah,2024-04-24,23.644165356884077
Sulawesi Tenggara,2024-04-24,24.800096712508864
Sumatera Barat,2024-04-24,24.78160733070218
Sumatera Utara,2024-04-24,24.60414665896076
Maluku,2024-04-25,26.224281110050637
Maluku Utara,2024-04-25,25.95282423274029
Kepulauan Bangka Belitung,2024-04-25,27.74577940002067
Banten,2024-04-25,26.33928670638321
Gorontalo,2024-04-25,25.39538953927138
Papua Barat,2024-04-25,25.634773841299097
Jawa Barat,2024-04-25,24.77670805027161
Papua,2024-04-25,24.56965803610467
Sulawesi Utara,2024-04-25,25.25968978420464
Sumatera Selatan,2024-04-25,26.65758082527939
Kepulauan Riau,2024-04-25,28.29416689805149
Riau,2024-04-25,27.32567639961517
Sulawesi Barat,2024-04-25,23.076320358328385
Sulawesi Selatan,2024-04-25,24.53768555330812
Aceh,2024-04-25,23.330794673983373
Bali,2024-04-25,24.93376274159935
DI Yogyakarta,2024-04-25,26.00659192543776
DKI Jakarta,2024-04-25,26.914534089617685
Jambi,2024-04-25,25.97973585863152
Jawa Tengah,2024-04-25,25.217750541886318
Jawa Timur,2024-04-25,25.27009981902053
Kalimantan Barat,2024-04-25,26.274637707545203
Kalimantan Selatan,2024-04-25,27.29103186529925
Kalimantan Tengah,2024-04-25,27.096309170848087
Kalimantan Timur,2024-04-25,25.458052757937384
Lampung,2024-04-25,26.28444052667693
Nusa Tenggara Barat,2024-04-25,25.49825928047188
Nusa Tenggara Timur,2024-04-25,25.51522343886858
Sulawesi Tengah,2024-04-25,23.674394777419074
Sulawesi Tenggara,2024-04-25,25.277690005076224
Sumatera Barat,2024-04-25,24.33325182823427
Sumatera Utara,2024-04-25,23.902770447048105
Maluku,2024-04-26,25.8603165197042
Maluku Utara,2024-04-26,25.779932760788224
Kepulauan Bangka Belitung,2024-04-26,27.99319029662192
Banten,2024-04-26,26.40454675448083
Gorontalo,2024-04-26,25.94112076355699
Papua Barat,2024-04-26,25.42037550801777
Jawa Barat,2024-04-26,24.98063681120621
Papua,2024-04-26,24.45285659628888
Sulawesi Utara,2024-04-26,25.639778305192667
Sumatera Selatan,2024-04-26,26.577473842832564
Kepulauan Riau,2024-04-26,28.603607037032997
Riau,2024-04-26,26.939123084271134
Sulawesi Barat,2024-04-26,23.10885335914259
Sulawesi Selatan,2024-04-26,24.6532828181028
Aceh,2024-04-26,23.897771777247307
Bali,2024-04-26,25.764777145745768
DI Yogyakarta,2024-04-26,26.730510356917165
DKI Jakarta,2024-04-26,27.211150698483262
Jambi,2024-04-26,26.031804755617703
Jawa Tengah,2024-04-26,25.86657244210979
Jawa Timur,2024-04-26,25.9168474791598
Kalimantan Barat,2024-04-26,26.14967319800996
Kalimantan Selatan,2024-04-26,26.952033121971382
Kalimantan Tengah,2024-04-26,27.082275478224087
Kalimantan Timur,2024-04-26,26.003631204067723
Lampung,2024-04-26,26.35978657759365
Nusa Tenggara Barat,2024-04-26,26.266794345865595
Nusa Tenggara Timur,2024-04-26,25.727780193431897
Sulawesi Tengah,2024-04-26,24.09201844503736
Sulawesi Tenggara,2024-04-26,25.80599638278959
Sumatera Barat,2024-04-26,24.733238824982145
Sumatera Utara,2024-04-26,24.56746449326293
Maluku,2024-04-27,25.956028754110992
Maluku Utara,2024-04-27,25.22750918823957
Kepulauan Bangka Belitung,2024-04-27,27.593253616823453
Banten,2024-04-27,26.1979808843665
Gorontalo,2024-04-27,25.54711339137581
Papua Barat,2024-04-27,25.12139497089643
Jawa Barat,2024-04-27,24.987202883432264
Papua,2024-04-27,24.00482078724869
Sulawesi Utara,2024-04-27,24.691242407885344
Sumatera Selatan,2024-04-27,26.643028012868253
Kepulauan Riau,2024-04-27,28.71655423991094
Riau,2024-04-27,26.80918927309415
Sulawesi Barat,2024-04-27,23.40415420256672
Sulawesi Selatan,2024-04-27,24.69289322622344
Aceh,2024-04-27,23.7828478058695
Bali,2024-04-27,25.736281254677927
DI Yogyakarta,2024-04-27,26.735404258153547
DKI Jakarta,2024-04-27,26.77196095937993
Jambi,2024-04-27,26.088208277167563
Jawa Tengah,2024-04-27,26.152228922179265
Jawa Timur,2024-04-27,26.34087600734045
Kalimantan Barat,2024-04-27,27.03054412667805
Kalimantan Selatan,2024-04-27,26.96416518364084
Kalimantan Tengah,2024-04-27,27.58726292450152
Kalimantan Timur,2024-04-27,26.08603461925806
Lampung,2024-04-27,25.827037502234063
Nusa Tenggara Barat,2024-04-27,26.24707184981888
Nusa Tenggara Timur,2024-04-27,25.753023071699584
Sulawesi Tengah,2024-04-27,24.10319297549858
Sulawesi Tenggara,2024-04-27,25.323839613274973
Sumatera Barat,2024-04-27,24.014876075735504
Sumatera Utara,2024-04-27,24.352301366502672
Maluku,2024-04-28,25.939421081644056
Maluku Utara,2024-04-28,25.604737701335637
Kepulauan Bangka Belitung,2024-04-28,27.29858491495735
Banten,2024-04-28,26.86709274615477
Gorontalo,2024-04-28,25.030656407159523
Papua Barat,2024-04-28,25.52817306155442
Jawa Barat,2024-04-28,25.162813721410725
Papua,2024-04-28,24.6918130807451
Sulawesi Utara,2024-04-28,24.742443965997552
Sumatera Selatan,2024-04-28,26.373631812857912
Kepulauan Riau,2024-04-28,28.30375507499457
Riau,2024-04-28,27.65207606179105
Sulawesi Barat,2024-04-28,23.41358353207829
Sulawesi Selatan,2024-04-28,24.36916962507
Aceh,2024-04-28,24.32166372660361
Bali,2024-04-28,25.50050267135523
DI Yogyakarta,2024-04-28,26.64557958947416
DKI Jakarta,2024-04-28,27.439572247688528
Jambi,2024-04-28,26.21353513591548
Jawa Tengah,2024-04-28,26.11556732007697
Jawa Timur,2024-04-28,26.16074734598507
Kalimantan Barat,2024-04-28,26.339786623065397
Kalimantan Selatan,2024-04-28,26.891490923531755
Kalimantan Tengah,2024-04-28,27.380082047991227
Kalimantan Timur,2024-04-28,25.386854955370676
Lampung,2024-04-28,26.18170874852993
Nusa Tenggara Barat,2024-04-28,26.179646517359952
Nusa Tenggara Timur,2024-04-28,25.52818823195065
Sulawesi Tengah,2024-04-28,23.792666516622955
Sulawesi Tenggara,2024-04-28,24.953581229435628
Sumatera Barat,2024-04-28,25.336609002815315
Sumatera Utara,2024-04-28,25.123737221144484
Maluku,2024-04-29,25.760081635080724
Maluku Utara,2024-04-29,25.207097105707238
Kepulauan Bangka Belitung,2024-04-29,27.60415934389951
Banten,2024-04-29,27.121577573432987
Gorontalo,2024-04-29,25.03462560672362
Papua Barat,2024-04-29,24.656839558108057
Jawa Barat,2024-04-29,25.61091569111622
Papua,2024-04-29,24.09658429467043
Sulawesi Utara,2024-04-29,24.561049796132597
Sumatera Selatan,2024-04-29,26.6318117157986
Kepulauan Riau,2024-04-29,28.79147987412076
Riau,2024-04-29,28.24709365345428
Sulawesi Barat,2024-04-29,22.48045503286868
Sulawesi Selatan,2024-04-29,23.5463493818859
Aceh,2024-04-29,24.579036646503
Bali,2024-04-29,25.18907060255779
DI Yogyakarta,2024-04-29,26.86463133704985
DKI Jakarta,2024-04-29,27.879076342758346
Jambi,2024-04-29,26.7337056798658
Jawa Tengah,2024-04-29,26.5214326120023
Jawa Timur,2024-04-29,26.2427281222981
Kalimantan Barat,2024-04-29,25.7463049021118
Kalimantan Selatan,2024-04-29,26.284858280189585
Kalimantan Tengah,2024-04-29,26.07731706453524
Kalimantan Timur,2024-04-29,25.06391900243834
Lampung,2024-04-29,26.21221731974672
Nusa Tenggara Barat,2024-04-29,25.716624597086188
Nusa Tenggara Timur,2024-04-29,25.206256868913123
Sulawesi Tengah,2024-04-29,23.586807016497016
Sulawesi Tenggara,2024-04-29,23.96555584251811
Sumatera Barat,2024-04-29,25.108032751338275
Sumatera Utara,2024-04-29,25.22087760429705
Maluku,2024-04-30,25.127666627984407
Maluku Utara,2024-04-30,24.81786444247501
Kepulauan Bangka Belitung,2024-04-30,27.94637922033602
Banten,2024-04-30,27.148017809917345
Gorontalo,2024-04-30,24.773700653769662
Papua Barat,2024-04-30,24.71660414320354
Jawa Barat,2024-04-30,25.626409594846532
Papua,2024-04-30,24.161638689592976
Sulawesi Utara,2024-04-30,24.498064291295435
Sumatera Selatan,2024-04-30,26.85514005429886
Kepulauan Riau,2024-04-30,29.07823576208101
Riau,2024-04-30,27.95232371125507
Sulawesi Barat,2024-04-30,23.113467017726453
Sulawesi Selatan,2024-04-30,24.295959166290206
Aceh,2024-04-30,23.92191782277602
Bali,2024-04-30,24.92039777845876
DI Yogyakarta,2024-04-30,26.380917169571944
DKI Jakarta,2024-04-30,27.9430101706937
Jambi,2024-04-30,26.680217710576983
Jawa Tengah,2024-04-30,26.332520032181893
Jawa Timur,2024-04-30,26.04758008261561
Kalimantan Barat,2024-04-30,26.800695565097676
Kalimantan Selatan,2024-04-30,27.3582183637113
Kalimantan Tengah,2024-04-30,27.271708984100773
Kalimantan Timur,2024-04-30,25.97918020165319
Lampung,2024-04-30,26.259881922760208
Nusa Tenggara Barat,2024-04-30,25.61845999661704
Nusa Tenggara Timur,2024-04-30,25.139080510669764
Sulawesi Tengah,2024-04-30,23.515677014785886
Sulawesi Tenggara,2024-04-30,24.36286981960041
Sumatera Barat,2024-04-30,24.82879982985456
Sumatera Utara,2024-04-30,24.95735948650809
Maluku,2024-05-01,25.30174317514261
Maluku Utara,2024-05-01,25.20695662959488
Kepulauan Bangka Belitung,2024-05-01,27.471128784108167
Banten,2024-05-01,26.82800034228448
Gorontalo,2024-05-01,25.53392888264404
Papua Barat,2024-05-01,24.62483411874014
Jawa Barat,2024-05-01,25.36956295401149
Papua,2024-05-01,24.286707169709977
Sulawesi Utara,2024-05-01,25.050585559700554
Sumatera Selatan,2024-05-01,26.357794099421387
Kepulauan Riau,2024-05-01,28.735331251078257
Riau,2024-05-01,26.79129831867241
Sulawesi Barat,2024-05-01,23.672303627962517
Sulawesi Selatan,2024-05-01,24.45463442395044
Aceh,2024-05-01,24.036386172834785
Bali,2024-05-01,25.30322208295737
DI Yogyakarta,2024-05-01,26.600365774025114
DKI Jakarta,2024-05-01,27.79476697644892
Jambi,2024-05-01,26.041609142865543
Jawa Tengah,2024-05-01,26.37634305818339
Jawa Timur,2024-05-01,26.258867685379293
Kalimantan Barat,2024-05-01,26.09653788999597
Kalimantan Selatan,2024-05-01,27.228767697930373
Kalimantan Tengah,2024-05-01,26.591289074395903
Kalimantan Timur,2024-05-01,25.67834496721994
Lampung,2024-05-01,26.371036301196195
Nusa Tenggara Barat,2024-05-01,25.8231705820559
Nusa Tenggara Timur,2024-05-01,25.34888849469568
Sulawesi Tengah,2024-05-01,23.805957917112803
Sulawesi Tenggara,2024-05-01,25.13296285620129
Sumatera Barat,2024-05-01,24.566858766716933
Sumatera Utara,2024-05-01,24.40213989672406
Maluku,2024-05-02,25.435695451167224
Maluku Utara,2024-05-02,25.404716695067144
Kepulauan Bangka Belitung,2024-05-02,27.464834583136085
Banten,2024-05-02,26.949518456619742
Gorontalo,2024-05-02,25.2734526209025
Papua Barat,2024-05-02,25.08366114538679
Jawa Barat,2024-05-02,25.23688107726753
Papua,2024-05-02,23.607031952718582
Sulawesi Utara,2024-05-02,24.82446299647116
Sumatera Selatan,2024-05-02,26.341804563182315
Kepulauan Riau,2024-05-02,28.609891344948306
Riau,2024-05-02,27.625524815147998
Sulawesi Barat,2024-05-02,23.35222349401746
Sulawesi Selatan,2024-05-02,24.033410998867165
Aceh,2024-05-02,23.906224698390357
Bali,2024-05-02,25.03154568567742
DI Yogyakarta,2024-05-02,26.132265122681343
DKI Jakarta,2024-05-02,27.881490577997667
Jambi,2024-05-02,26.163517332997127
Jawa Tengah,2024-05-02,26.14320483491568
Jawa Timur,2024-05-02,25.77941793488193
Kalimantan Barat,2024-05-02,25.533375459943898
Kalimantan Selatan,2024-05-02,26.712575194579724
Kalimantan Tengah,2024-05-02,26.159118446934613
Kalimantan Timur,2024-05-02,24.886719558402472
Lampung,2024-05-02,26.225921068462053
Nusa Tenggara Barat,2024-05-02,25.768667606357138
Nusa Tenggara Timur,2024-05-02,25.48156792933216
Sulawesi Tengah,2024-05-02,23.64134319098594
Sulawesi Tenggara,2024-05-02,24.462714881695167
Sumatera Barat,2024-05-02,25.070939282458497
Sumatera Utara,2024-05-02,24.82924343512624
Maluku,2024-05-03,25.528310530051076
Maluku Utara,2024-05-03,24.98736652696248
Kepulauan Bangka Belitung,2024-05-03,27.170278072592502
Banten,2024-05-03,26.88206425565779
Gorontalo,2024-05-03,24.612211747396696
Papua Barat,2024-05-03,25.071911738875684
Jawa Barat,2024-05-03,25.26698537346448
Papua,2024-05-03,24.38035054401487
Sulawesi Utara,2024-05-03,24.72942683048062
Sumatera Selatan,2024-05-03,26.202319310186315
Kepulauan Riau,2024-05-03,27.940443524751696
Riau,2024-05-03,26.664452799924444
Sulawesi Barat,2024-05-03,21.853696230046754
Sulawesi Selatan,2024-05-03,23.281273887797536
Aceh,2024-05-03,23.284528159369764
Bali,2024-05-03,24.988466988493776
DI Yogyakarta,2024-05-03,25.997356145616724
DKI Jakarta,2024-05-03,27.637363724751378
Jambi,2024-05-03,26.03531296163427
Jawa Tengah,2024-05-03,26.125338388309373
Jawa Timur,2024-05-03,25.80821605528993
Kalimantan Barat,2024-05-03,25.704666789621164
Kalimantan Selatan,2024-05-03,25.86213916935025
Kalimantan Tengah,2024-05-03,25.841971818326325
Kalimantan Timur,2024-05-03,24.47603256587032
Lampung,2024-05-03,26.37765232156856
Nusa Tenggara Barat,2024-05-03,25.59314385607278
Nusa Tenggara Timur,2024-05-03,25.34338247957321
Sulawesi Tengah,2024-05-03,22.911537537493476
Sulawesi Tenggara,2024-05-03,24.097190525058792
Sumatera Barat,2024-05-03,24.392681099449156
Sumatera Utara,2024-05-03,24.602178640257527
Maluku,2024-05-04,25.067756552828257
Maluku Utara,2024-05-04,25.129756722179145
Kepulauan Bangka Belitung,2024-05-04,26.671469773852188
Banten,2024-05-04,27.07828343994361
