Tanggal,Provinsi,Harga
2023-01-02,Aceh,25750.0
2023-01-03,Aceh,25750.0
2023-01-04,Aceh,25750.0
2023-01-05,Aceh,25750.0
2023-01-06,Aceh,25750.0
2023-01-09,Aceh,25750.0
2023-01-10,Aceh,25750.0
2023-01-11,Aceh,25750.0
2023-01-12,Aceh,25750.0
2023-01-13,Aceh,25750.0
2023-01-16,Aceh,25750.0
2023-01-17,Aceh,25750.0
2023-01-18,Aceh,25750.0
2023-01-19,Aceh,25750.0
2023-01-20,Aceh,25750.0
2023-01-23,Aceh,25750.0
2023-01-24,Aceh,25750.0
2023-01-25,Aceh,22500.0
2023-01-26,Aceh,22500.0
2023-01-27,Aceh,22500.0
2023-01-30,Aceh,22500.0
2023-01-31,Aceh,22500.0
2023-02-01,Aceh,22500.0
2023-02-02,Aceh,22500.0
2023-02-03,Aceh,22500.0
2023-02-06,Aceh,22500.0
2023-02-07,Aceh,22500.0
2023-02-08,Aceh,22500.0
2023-02-09,Aceh,22500.0
2023-02-10,Aceh,22500.0
2023-02-13,Aceh,22500.0
2023-02-14,Aceh,22500.0
2023-02-15,Aceh,22500.0
2023-02-16,Aceh,22500.0
2023-02-17,Aceh,22500.0
2023-02-20,Aceh,22500.0
2023-02-21,Aceh,22500.0
2023-02-22,Aceh,22500.0
2023-02-23,Aceh,22500.0
2023-02-24,Aceh,22500.0
2023-02-27,Aceh,19250.0
2023-02-28,Aceh,19250.0
2023-03-01,Aceh,19250.0
2023-03-02,Aceh,19250.0
2023-03-03,Aceh,19250.0
2023-03-06,Aceh,19250.0
2023-03-07,Aceh,19250.0
2023-03-08,Aceh,19250.0
2023-03-09,Aceh,19250.0
2023-03-10,Aceh,19250.0
2023-03-13,Aceh,19250.0
2023-03-14,Aceh,19250.0
2023-03-15,Aceh,19250.0
2023-03-16,Aceh,19250.0
2023-03-17,Aceh,19250.0
2023-03-20,Aceh,19250.0
2023-03-21,Aceh,19250.0
2023-03-22,Aceh,19250.0
2023-03-23,Aceh,19250.0
2023-03-24,Aceh,19250.0
2023-03-27,Aceh,18750.0
2023-03-28,Aceh,18750.0
2023-03-29,Aceh,18750.0
2023-03-30,Aceh,18750.0
2023-03-31,Aceh,19000.0
2023-04-03,Aceh,19000.0
2023-04-04,Aceh,19000.0
2023-04-05,Aceh,19000.0
2023-04-06,Aceh,19000.0
2023-04-07,Aceh,19000.0
2023-04-10,Aceh,19000.0
2023-04-11,Aceh,19000.0
2023-04-12,Aceh,19000.0
2023-04-13,Aceh,19000.0
2023-04-14,Aceh,19000.0
2023-04-17,Aceh,19000.0
2023-04-18,Aceh,19000.0
2023-04-19,Aceh,19000.0
2023-04-20,Aceh,19000.0
2023-04-21,Aceh,19000.0
2023-04-24,Aceh,19000.0
2023-04-25,Aceh,19000.0
2023-04-26,Aceh,15750.0
2023-04-27,Aceh,15750.0
2023-04-28,Aceh,15750.0
2023-05-01,Aceh,15750.0
2023-05-02,Aceh,15750.0
2023-05-03,Aceh,15750.0
2023-05-04,Aceh,15750.0
2023-05-05,Aceh,15750.0
2023-05-08,Aceh,15750.0
2023-05-09,Aceh,15750.0
2023-05-10,Aceh,15750.0
2023-05-11,Aceh,15750.0
2023-05-12,Aceh,15750.0
2023-05-15,Aceh,15750.0
2023-05-16,Aceh,15750.0
2023-05-17,Aceh,15750.0
2023-05-18,Aceh,15750.0
2023-05-19,Aceh,15750.0
2023-05-22,Aceh,15750.0
2023-05-23,Aceh,15750.0
2023-05-24,Aceh,15750.0
2023-05-25,Aceh,18500.0
2023-05-26,Aceh,18500.0
2023-05-29,Aceh,18500.0
2023-05-30,Aceh,18500.0
2023-05-31,Aceh,18500.0
2023-06-01,Aceh,18500.0
2023-06-02,Aceh,18500.0
2023-06-05,Aceh,18500.0
2023-06-06,Aceh,18500.0
2023-06-07,Aceh,18500.0
2023-06-08,Aceh,18500.0
2023-06-09,Aceh,18500.0
2023-06-12,Aceh,18500.0
2023-06-13,Aceh,18500.0
2023-06-14,Aceh,18500.0
2023-06-15,Aceh,18500.0
2023-06-16,Aceh,18500.0
2023-06-19,Aceh,18500.0
2023-06-20,Aceh,18500.0
2023-06-21,Aceh,18500.0
2023-06-22,Aceh,18500.0
2023-06-23,Aceh,18500.0
2023-06-26,Aceh,23000.0
2023-06-27,Aceh,23000.0
2023-06-28,Aceh,23000.0
2023-06-29,Aceh,23000.0
2023-06-30,Aceh,23000.0
2023-07-03,Aceh,23000.0
2023-07-04,Aceh,23000.0
2023-07-05,Aceh,23000.0
2023-07-06,Aceh,23000.0
2023-07-07,Aceh,23000.0
2023-07-10,Aceh,23000.0
2023-07-11,Aceh,23000.0
2023-07-12,Aceh,23000.0
2023-07-13,Aceh,23000.0
2023-07-14,Aceh,23000.0
2023-07-17,Aceh,23000.0
2023-07-18,Aceh,23000.0
2023-07-19,Aceh,23000.0
2023-07-20,Aceh,23000.0
2023-07-21,Aceh,23000.0
2023-07-24,Aceh,23000.0
2023-07-25,Aceh,18000.0
2023-07-26,Aceh,18000.0
2023-07-27,Aceh,18000.0
2023-07-28,Aceh,18000.0
2023-07-31,Aceh,18000.0
2023-08-01,Aceh,18000.0
2023-08-02,Aceh,18000.0
2023-08-03,Aceh,18000.0
2023-08-04,Aceh,18000.0
2023-08-07,Aceh,18000.0
2023-08-08,Aceh,18000.0
2023-08-09,Aceh,18000.0
2023-08-10,Aceh,18000.0
2023-08-11,Aceh,18000.0
2023-08-14,Aceh,18000.0
2023-08-15,Aceh,18000.0
2023-08-16,Aceh,18000.0
2023-08-17,Aceh,18000.0
2023-08-18,Aceh,18000.0
2023-08-21,Aceh,18000.0
2023-08-22,Aceh,18000.0
2023-08-23,Aceh,18000.0
2023-08-24,Aceh,18000.0
2023-08-25,Aceh,18650.0
2023-08-28,Aceh,18650.0
2023-08-29,Aceh,18650.0
2023-08-30,Aceh,18650.0
2023-08-31,Aceh,18650.0
2023-09-01,Aceh,18650.0
2023-09-04,Aceh,18650.0
2023-09-05,Aceh,18650.0
2023-09-06,Aceh,18650.0
2023-09-07,Aceh,18650.0
2023-09-08,Aceh,18650.0
2023-09-11,Aceh,18650.0
2023-09-12,Aceh,18650.0
2023-09-13,Aceh,18650.0
2023-09-14,Aceh,18650.0
2023-09-15,Aceh,18650.0
2023-09-18,Aceh,18650.0
2023-09-19,Aceh,18650.0
2023-09-20,Aceh,18650.0
2023-09-21,Aceh,18650.0
2023-09-22,Aceh,18650.0
2023-09-25,Aceh,16650.0
2023-09-26,Aceh,16750.0
2023-09-27,Aceh,16750.0
2023-09-28,Aceh,16750.0
2023-09-29,Aceh,16750.0
2023-10-02,Aceh,16750.0
2023-10-03,Aceh,16750.0
2023-10-04,Aceh,16750.0
2023-10-05,Aceh,16750.0
2023-10-06,Aceh,16750.0
2023-10-09,Aceh,16750.0
2023-10-10,Aceh,16750.0
2023-10-11,Aceh,16750.0
2023-10-12,Aceh,16750.0
2023-10-13,Aceh,16750.0
2023-10-16,Aceh,16750.0
2023-10-17,Aceh,16750.0
2023-10-18,Aceh,16750.0
2023-10-19,Aceh,16750.0
2023-10-20,Aceh,16750.0
2023-10-23,Aceh,16750.0
2023-10-24,Aceh,16750.0
2023-10-25,Aceh,14400.0
2023-10-26,Aceh,14400.0
2023-10-27,Aceh,14400.0
2023-10-30,Aceh,14400.0
2023-10-31,Aceh,14400.0
2023-11-01,Aceh,14400.0
2023-11-02,Aceh,14400.0
2023-11-03,Aceh,14400.0
2023-11-06,Aceh,14400.0
2023-11-07,Aceh,14400.0
2023-11-08,Aceh,14400.0
2023-11-09,Aceh,14400.0
2023-11-10,Aceh,14400.0
2023-11-13,Aceh,14400.0
2023-11-14,Aceh,14400.0
2023-11-15,Aceh,14400.0
2023-11-16,Aceh,14400.0
2023-11-17,Aceh,14400.0
2023-11-20,Aceh,14400.0
2023-11-21,Aceh,14400.0
2023-11-22,Aceh,14400.0
2023-11-23,Aceh,14400.0
2023-11-24,Aceh,14400.0
2023-11-27,Aceh,17000.0
2023-11-28,Aceh,17000.0
2023-11-29,Aceh,17000.0
2023-11-30,Aceh,17000.0
2023-12-01,Aceh,17000.0
2023-12-04,Aceh,17000.0
2023-12-05,Aceh,17000.0
2023-12-06,Aceh,17000.0
2023-12-07,Aceh,17000.0
2023-12-08,Aceh,17000.0
2023-12-11,Aceh,17000.0
2023-12-12,Aceh,17000.0
2023-12-13,Aceh,17000.0
2023-12-14,Aceh,17000.0
2023-12-15,Aceh,17000.0
2023-12-18,Aceh,17000.0
2023-12-19,Aceh,17000.0
2023-12-20,Aceh,17000.0
2023-12-21,Aceh,17000.0
2023-12-22,Aceh,17000.0
2023-12-25,Aceh,17000.0
2023-12-26,Aceh,17000.0
2023-12-27,Aceh,25000.0
2023-12-28,Aceh,25000.0
2023-12-29,Aceh,25000.0
2024-01-01,Aceh,25000.0
2024-01-02,Aceh,25000.0
2024-01-03,Aceh,25000.0
2024-01-04,Aceh,25000.0
2024-01-05,Aceh,25000.0
2024-01-08,Aceh,25000.0
2024-01-09,Aceh,25000.0
2024-01-10,Aceh,25000.0
2024-01-11,Aceh,25000.0
2024-01-12,Aceh,25000.0
2024-01-15,Aceh,25000.0
2024-01-16,Aceh,25000.0
2024-01-17,Aceh,25000.0
2024-01-18,Aceh,25000.0
2024-01-19,Aceh,25000.0
2024-01-22,Aceh,25000.0
2024-01-23,Aceh,25000.0
2024-01-24,Aceh,25000.0
2024-01-25,Aceh,38000.0
2024-01-26,Aceh,38000.0
2024-01-29,Aceh,38000.0
2024-01-30,Aceh,38000.0
2024-01-31,Aceh,38000.0
2024-02-01,Aceh,38000.0
2024-02-02,Aceh,38000.0
2024-02-05,Aceh,38000.0
2024-02-06,Aceh,38000.0
2024-02-07,Aceh,38000.0
2024-02-08,Aceh,38000.0
2024-02-09,Aceh,38000.0
2024-02-12,Aceh,38000.0
2024-02-13,Aceh,38000.0
2024-02-14,Aceh,38000.0
2024-02-15,Aceh,38000.0
2024-02-16,Aceh,38000.0
2024-02-19,Aceh,38000.0
2024-02-20,Aceh,38000.0
2024-02-21,Aceh,38000.0
2024-02-22,Aceh,38000.0
2024-02-23,Aceh,38000.0
2024-02-26,Aceh,21150.0
2024-02-27,Aceh,21150.0
2024-02-28,Aceh,21150.0
2024-02-29,Aceh,21150.0
2024-03-01,Aceh,21150.0
2024-03-04,Aceh,21150.0
2024-03-05,Aceh,21150.0
2024-03-06,Aceh,21150.0
2024-03-07,Aceh,21150.0
2024-03-08,Aceh,21150.0
2024-03-11,Aceh,21150.0
2024-03-12,Aceh,21150.0
2024-03-13,Aceh,21150.0
2024-03-14,Aceh,21150.0
2024-03-15,Aceh,21150.0
2024-03-18,Aceh,21150.0
2024-03-19,Aceh,21150.0
2024-03-20,Aceh,21150.0
2024-03-21,Aceh,21150.0
2024-03-22,Aceh,21150.0
2024-03-25,Aceh,25150.0
2024-03-26,Aceh,25150.0
2024-03-27,Aceh,25150.0
2024-03-28,Aceh,30250.0
2024-03-29,Aceh,30250.0
2024-04-01,Aceh,30250.0
2024-04-02,Aceh,30250.0
2024-04-03,Aceh,30250.0
2024-04-04,Aceh,30250.0
2024-04-05,Aceh,30250.0
2024-04-08,Aceh,30250.0
2024-04-09,Aceh,30250.0
2024-04-10,Aceh,30250.0
2024-04-11,Aceh,30250.0
2024-04-12,Aceh,30250.0
2024-04-15,Aceh,30250.0
2024-04-16,Aceh,30250.0
2024-04-17,Aceh,30250.0
2024-04-18,Aceh,30250.0
2024-04-19,Aceh,30250.0
2024-04-22,Aceh,30250.0
2024-04-23,Aceh,30250.0
2024-04-24,Aceh,30250.0
2024-04-25,Aceh,42250.0
2024-04-26,Aceh,42250.0
2024-04-29,Aceh,42250.0
2024-04-30,Aceh,42250.0
2024-05-01,Aceh,42250.0
2024-05-02,Aceh,42250.0
2024-05-03,Aceh,42250.0
2024-05-06,Aceh,42250.0
2024-05-07,Aceh,42250.0
2024-05-08,Aceh,42250.0
2024-05-09,Aceh,42250.0
2024-05-10,Aceh,42250.0
2024-05-13,Aceh,42250.0
2024-05-14,Aceh,42250.0
2024-05-15,Aceh,42250.0
2024-05-16,Aceh,42250.0
2024-05-17,Aceh,42250.0
2024-05-20,Aceh,42250.0
2024-05-21,Aceh,42250.0
2024-05-22,Aceh,42250.0
2024-05-23,Aceh,42250.0
2024-05-24,Aceh,42250.0
2024-05-27,Aceh,43500.0
2024-05-28,Aceh,41850.0
2024-05-29,Aceh,41850.0
2024-05-30,Aceh,41850.0
2024-05-31,Aceh,41850.0
2024-06-03,Aceh,41850.0
2024-06-04,Aceh,41850.0
2024-06-05,Aceh,41850.0
2024-06-06,Aceh,41850.0
2024-06-07,Aceh,41850.0
2024-06-10,Aceh,41850.0
2024-06-11,Aceh,41850.0
2024-06-12,Aceh,41850.0
2024-06-13,Aceh,41850.0
2024-06-14,Aceh,41850.0
2024-06-17,Aceh,41850.0
2024-06-18,Aceh,41850.0
2024-06-19,Aceh,41850.0
2024-06-20,Aceh,41850.0
2024-06-21,Aceh,41850.0
2024-06-24,Aceh,41850.0
2024-06-25,Aceh,46150.0
2024-06-26,Aceh,46150.0
2024-06-27,Aceh,46150.0
2024-06-28,Aceh,45850.0
2024-07-01,Aceh,45850.0
2024-07-02,Aceh,45850.0
2024-07-03,Aceh,45850.0
2024-07-04,Aceh,45850.0
2024-07-05,Aceh,45850.0
2024-07-08,Aceh,45850.0
2024-07-09,Aceh,45850.0
2024-07-10,Aceh,45850.0
2024-07-11,Aceh,45850.0
2024-07-12,Aceh,45850.0
2024-07-15,Aceh,45850.0
2024-07-16,Aceh,45850.0
2024-07-17,Aceh,45850.0
2024-07-18,Aceh,45850.0
2024-07-19,Aceh,45850.0
2024-07-22,Aceh,45850.0
2024-07-23,Aceh,45850.0
2024-07-24,Aceh,45850.0
2024-07-25,Aceh,28600.0
2024-07-26,Aceh,28600.0
2024-07-29,Aceh,28600.0
2024-07-30,Aceh,28600.0
2024-07-31,Aceh,28600.0
2024-08-01,Aceh,28600.0
2024-08-02,Aceh,28600.0
2024-08-05,Aceh,28600.0
2024-08-06,Aceh,28600.0
2024-08-07,Aceh,28600.0
2024-08-08,Aceh,28600.0
2024-08-09,Aceh,28600.0
2024-08-12,Aceh,28600.0
2024-08-13,Aceh,28600.0
2024-08-14,Aceh,28600.0
2024-08-15,Aceh,28600.0
2024-08-16,Aceh,28600.0
2024-08-19,Aceh,28600.0
2024-08-20,Aceh,28600.0
2024-08-21,Aceh,28600.0
2024-08-22,Aceh,28600.0
2024-08-23,Aceh,28600.0
2024-08-26,Aceh,23750.0
2024-08-27,Aceh,23750.0
2024-08-28,Aceh,23750.0
2024-08-29,Aceh,23750.0
2024-08-30,Aceh,23750.0
2024-09-02,Aceh,23750.0
2024-09-03,Aceh,23750.0
2024-09-04,Aceh,23750.0
2024-09-05,Aceh,23750.0
2024-09-06,Aceh,23750.0
2024-09-09,Aceh,23750.0
2024-09-10,Aceh,23750.0
2024-09-11,Aceh,23750.0
2024-09-12,Aceh,23750.0
2024-09-13,Aceh,23750.0
2024-09-16,Aceh,23750.0
2024-09-17,Aceh,23750.0
2024-09-18,Aceh,23750.0
2024-09-19,Aceh,23750.0
2024-09-20,Aceh,23750.0
2024-09-23,Aceh,23750.0
2024-09-24,Aceh,23750.0
2024-09-25,Aceh,23150.0
2024-09-26,Aceh,23150.0
2024-09-27,Aceh,23150.0
2024-09-30,Aceh,23150.0
2024-10-01,Aceh,23150.0
2024-10-02,Aceh,23150.0
2024-10-03,Aceh,23150.0
2024-10-04,Aceh,23150.0
2024-10-07,Aceh,23150.0
2024-10-08,Aceh,23150.0
2024-10-09,Aceh,23150.0
2024-10-10,Aceh,23150.0
2024-10-11,Aceh,23150.0
2024-10-14,Aceh,23150.0
2024-10-15,Aceh,23150.0
2024-10-16,Aceh,23150.0
2024-10-17,Aceh,23150.0
2024-10-18,Aceh,23150.0
2024-10-21,Aceh,23150.0
2024-10-22,Aceh,23150.0
2024-10-23,Aceh,23150.0
2024-10-24,Aceh,23150.0
2024-10-25,Aceh,25900.0
2024-10-28,Aceh,25900.0
2024-10-29,Aceh,25900.0
2024-10-30,Aceh,25900.0
2024-10-31,Aceh,25900.0
2024-11-01,Aceh,25900.0
2024-11-04,Aceh,25900.0
2024-11-05,Aceh,25900.0
2024-11-06,Aceh,25900.0
2024-11-07,Aceh,25900.0
2024-11-08,Aceh,25900.0
2024-11-11,Aceh,25900.0
2024-11-12,Aceh,25900.0
2024-11-13,Aceh,25900.0
2024-11-14,Aceh,25900.0
2024-11-15,Aceh,25900.0
2024-11-18,Aceh,25900.0
2024-11-19,Aceh,25900.0
2024-11-20,Aceh,25900.0
2024-11-21,Aceh,25900.0
2024-11-22,Aceh,25900.0
2024-11-25,Aceh,28600.0
2024-11-26,Aceh,27900.0
2024-11-27,Aceh,27900.0
2024-11-28,Aceh,27900.0
2024-11-29,Aceh,27900.0
2024-12-02,Aceh,27900.0
2024-12-03,Aceh,27900.0
2024-12-04,Aceh,27900.0
2024-12-05,Aceh,27900.0
2024-12-06,Aceh,27900.0
2024-12-09,Aceh,27900.0
2024-12-10,Aceh,27900.0
2024-12-11,Aceh,27900.0
2024-12-12,Aceh,27900.0
2024-12-13,Aceh,27900.0
2024-12-16,Aceh,27900.0
2024-12-17,Aceh,27900.0
2024-12-18,Aceh,27900.0
2024-12-19,Aceh,27900.0
2024-12-20,Aceh,27900.0
2024-12-23,Aceh,27900.0
2024-12-24,Aceh,27900.0
2024-12-25,Aceh,27900.0
2024-12-26,Aceh,27900.0
2024-12-27,Aceh,29150.0
2024-12-30,Aceh,29150.0
2024-12-31,Aceh,29150.0
2025-01-01,Aceh,29150.0
2025-01-02,Aceh,29150.0
2025-01-03,Aceh,29150.0
2025-01-06,Aceh,29150.0
2025-01-07,Aceh,29150.0
2025-01-08,Aceh,29150.0
2025-01-09,Aceh,29150.0
2025-01-10,Aceh,29150.0
2025-01-13,Aceh,29150.0
2025-01-14,Aceh,29150.0
2025-01-15,Aceh,29150.0
2025-01-16,Aceh,29150.0
2025-01-17,Aceh,29150.0
2025-01-20,Aceh,29150.0
2025-01-21,Aceh,29150.0
2025-01-22,Aceh,29150.0
2025-01-23,Aceh,29150.0
2025-01-24,Aceh,29150.0
2025-01-27,Aceh,29150.0
2025-01-28,Aceh,33150.0
2025-01-29,Aceh,33150.0
2025-01-30,Aceh,33150.0
2025-01-31,Aceh,33150.0
2025-02-03,Aceh,33150.0
2025-02-04,Aceh,33150.0
2025-02-05,Aceh,33150.0
2025-02-06,Aceh,33150.0
2025-02-07,Aceh,33150.0
2025-02-10,Aceh,33150.0
2025-02-11,Aceh,33150.0
2025-02-12,Aceh,33150.0
2025-02-13,Aceh,33150.0
2025-02-14,Aceh,33150.0
2025-02-17,Aceh,33150.0
2025-02-18,Aceh,33150.0
2025-02-19,Aceh,33150.0
2025-02-20,Aceh,33150.0
2025-02-21,Aceh,33150.0
2025-02-24,Aceh,33150.0
2025-02-25,Aceh,31400.0
2025-02-26,Aceh,31400.0
2025-02-27,Aceh,31400.0
2025-02-28,Aceh,31400.0
2025-03-03,Aceh,31400.0
2025-03-04,Aceh,31400.0
2025-03-05,Aceh,31400.0
2025-03-06,Aceh,31400.0
2025-03-07,Aceh,31400.0
2025-03-10,Aceh,31400.0
2025-03-11,Aceh,31400.0
2025-03-12,Aceh,31400.0
2025-03-13,Aceh,31400.0
2025-03-14,Aceh,31400.0
2025-03-17,Aceh,31400.0
2025-03-18,Aceh,31400.0
2025-03-19,Aceh,31400.0
2025-03-20,Aceh,31400.0
2025-03-21,Aceh,31400.0
2025-03-24,Aceh,31400.0
2025-03-25,Aceh,33400.0
2025-03-26,Aceh,33400.0
2025-03-27,Aceh,31250.0
2025-03-28,Aceh,31250.0
2025-03-31,Aceh,31250.0
2025-04-01,Aceh,31250.0
2025-04-02,Aceh,31250.0
2025-04-03,Aceh,31250.0
2025-04-04,Aceh,31250.0
2025-04-07,Aceh,31250.0
2025-04-08,Aceh,31250.0
2025-04-09,Aceh,31250.0
2025-04-10,Aceh,31250.0
2025-04-11,Aceh,31250.0
2025-04-14,Aceh,31250.0
2025-04-15,Aceh,31250.0
2025-04-16,Aceh,31250.0
2025-04-17,Aceh,31250.0
2025-04-18,Aceh,31250.0
2025-04-21,Aceh,31250.0
2025-04-22,Aceh,31250.0
2025-04-23,Aceh,31250.0
2025-04-24,Aceh,31250.0
2025-04-25,Aceh,32250.0
2025-04-28,Aceh,26750.0
2025-04-29,Aceh,26750.0
2025-04-30,Aceh,26750.0
2025-05-01,Aceh,26750.0
2025-05-02,Aceh,26750.0
2025-05-05,Aceh,26750.0
2025-05-06,Aceh,26750.0
2025-05-07,Aceh,26750.0
2025-05-08,Aceh,26750.0
2025-05-09,Aceh,26750.0
2025-05-12,Aceh,26750.0
2025-05-13,Aceh,26750.0
2025-05-14,Aceh,26750.0
2025-05-15,Aceh,26750.0
2025-05-16,Aceh,26750.0
2025-05-19,Aceh,26750.0
2025-05-20,Aceh,26750.0
2025-05-21,Aceh,26750.0
2025-05-22,Aceh,26750.0
2025-05-23,Aceh,26750.0
2025-05-26,Aceh,30400.0
2025-05-27,Aceh,30400.0
2025-05-28,Aceh,30400.0
2025-05-29,Aceh,30400.0
2025-05-30,Aceh,30400.0
2025-06-02,Aceh,30400.0
2025-06-03,Aceh,30400.0
2025-06-04,Aceh,30400.0
2025-06-05,Aceh,30400.0
2025-06-06,Aceh,30400.0
2025-06-09,Aceh,30400.0
2025-06-10,Aceh,30400.0
2025-06-11,Aceh,30400.0
2025-06-12,Aceh,30400.0
2025-06-13,Aceh,30400.0
2025-06-16,Aceh,30400.0
2025-06-17,Aceh,30400.0
2025-06-18,Aceh,30400.0
2025-06-19,Aceh,30400.0
2025-06-20,Aceh,30400.0
2025-06-23,Aceh,30400.0
2025-06-24,Aceh,30400.0
2025-06-25,Aceh,30400.0
2025-06-26,Aceh,30400.0
2025-06-27,Aceh,30400.0
2025-06-30,Aceh,30400.0
2025-07-01,Aceh,30400.0
2025-07-02,Aceh,30400.0
2025-07-03,Aceh,30400.0
2025-07-04,Aceh,30400.0
2025-07-07,Aceh,30400.0
2025-07-08,Aceh,30400.0
2025-07-09,Aceh,30400.0
2025-07-10,Aceh,30400.0
2025-07-11,Aceh,30400.0
2025-07-14,Aceh,30400.0
2025-07-15,Aceh,30400.0
2025-07-16,Aceh,30400.0
2025-07-17,Aceh,30400.0
2025-07-18,Aceh,30400.0
2025-07-21,Aceh,30400.0
2025-07-22,Aceh,30400.0
2025-07-23,Aceh,30400.0
2025-07-24,Aceh,30400.0
2025-07-25,Aceh,36750.0
2025-07-28,Aceh,36750.0
2025-07-29,Aceh,36750.0
2025-07-30,Aceh,36750.0
2025-07-31,Aceh,36750.0
2025-08-01,Aceh,36750.0
2025-08-04,Aceh,36750.0
2025-08-05,Aceh,36750.0
2025-08-06,Aceh,36750.0
2025-08-07,Aceh,36750.0
2025-08-08,Aceh,36750.0
2025-08-11,Aceh,36750.0
2025-08-12,Aceh,36750.0
2025-08-13,Aceh,36750.0
2025-08-14,Aceh,36750.0
2025-08-15,Aceh,36750.0
2025-08-18,Aceh,36750.0
2025-08-19,Aceh,36750.0
2025-08-20,Aceh,36750.0
2025-08-21,Aceh,36750.0
2025-08-22,Aceh,36750.0
2025-08-25,Aceh,40450.0
2025-08-26,Aceh,40450.0
2025-08-27,Aceh,40450.0
2025-08-28,Aceh,40450.0
2025-08-29,Aceh,40450.0
2025-09-01,Aceh,40450.0
2025-09-02,Aceh,40450.0
2025-09-03,Aceh,40450.0
2025-09-04,Aceh,40450.0
2025-09-05,Aceh,40450.0
2025-09-08,Aceh,40450.0
2025-09-09,Aceh,40450.0
2025-09-10,Aceh,40450.0
2025-09-11,Aceh,40450.0
2025-09-12,Aceh,40450.0
2025-09-15,Aceh,40450.0
2025-09-16,Aceh,40450.0
2025-09-17,Aceh,40450.0
2025-09-18,Aceh,40450.0
2025-09-19,Aceh,40450.0
2025-09-22,Aceh,40450.0
2025-09-23,Aceh,40450.0
2025-09-24,Aceh,40450.0
2025-09-25,Aceh,33200.0
2025-09-26,Aceh,33200.0
2025-09-29,Aceh,33200.0
2025-09-30,Aceh,33200.0
2025-10-01,Aceh,33200.0
2025-10-02,Aceh,33200.0
2025-10-03,Aceh,33200.0
2025-10-06,Aceh,33200.0
2025-10-07,Aceh,33200.0
2025-10-08,Aceh,33200.0
2025-10-09,Aceh,33200.0
2025-10-10,Aceh,33200.0
2025-10-13,Aceh,33200.0
2025-10-14,Aceh,33200.0
2025-10-15,Aceh,33200.0
2025-10-16,Aceh,33200.0
2025-10-17,Aceh,33200.0
2025-10-20,Aceh,33200.0
2025-10-21,Aceh,33200.0
2025-10-22,Aceh,33200.0
2025-10-23,Aceh,33200.0
2025-10-24,Aceh,32200.0
2025-10-27,Aceh,24700.0
2025-10-28,Aceh,24700.0
2025-10-29,Aceh,24700.0
2025-10-30,Aceh,24700.0
2025-10-31,Aceh,24700.0
2025-11-03,Aceh,24700.0
2025-11-04,Aceh,24700.0
2025-11-05,Aceh,24700.0
2025-11-06,Aceh,24700.0
2025-11-07,Aceh,24700.0
2025-11-10,Aceh,24700.0
2025-11-11,Aceh,24700.0
2025-11-12,Aceh,24700.0
2025-11-13,Aceh,24700.0
2025-11-14,Aceh,24700.0
2025-11-17,Aceh,24700.0
2025-11-18,Aceh,24700.0
2025-11-19,Aceh,24700.0
2025-11-20,Aceh,24700.0
2025-11-21,Aceh,24700.0
2025-11-24,Aceh,24700.0
2025-11-25,Aceh,24250.0
2025-11-26,Aceh,24250.0
2025-11-27,Aceh,24250.0
2025-11-28,Aceh,24250.0
2025-12-01,Aceh,24250.0
2025-12-02,Aceh,24250.0
2025-12-03,Aceh,24250.0
2025-12-04,Aceh,24250.0
2025-12-05,Aceh,24250.0
2025-12-08,Aceh,24250.0
2025-12-09,Aceh,24250.0
2025-12-10,Aceh,24250.0
2025-12-11,Aceh,24250.0
2025-12-12,Aceh,24250.0
2025-12-15,Aceh,24250.0
2025-12-16,Aceh,24250.0
2025-12-17,Aceh,24250.0
2025-12-18,Aceh,24250.0
2025-12-19,Aceh,24250.0
2025-12-22,Aceh,24250.0
2025-12-23,Aceh,24250.0
2025-12-24,Aceh,27500.0
2025-12-25,Aceh,32400.0
2025-12-26,Aceh,32400.0
2025-12-29,Aceh,32400.0
2025-12-30,Aceh,32400.0
2025-12-31,Aceh,32400.0
2023-01-02,Bali,24500.0
2023-01-03,Bali,24500.0
2023-01-04,Bali,21000.0
2023-01-05,Bali,24500.0
2023-01-06,Bali,30250.0
2023-01-09,Bali,30000.0
2023-01-10,Bali,29000.0
2023-01-11,Bali,29000.0
2023-01-12,Bali,30750.0
2023-01-13,Bali,30750.0
2023-01-16,Bali,29000.0
2023-01-17,Bali,28500.0
2023-01-18,Bali,28500.0
2023-01-19,Bali,28400.0
2023-01-20,Bali,29650.0
2023-01-23,Bali,28400.0
2023-01-24,Bali,29650.0
2023-01-25,Bali,28150.0
2023-01-26,Bali,28400.0
2023-01-27,Bali,28750.0
2023-01-30,Bali,30750.0
2023-01-31,Bali,30750.0
2023-02-01,Bali,30900.0
2023-02-02,Bali,30650.0
2023-02-03,Bali,31250.0
2023-02-06,Bali,32900.0
2023-02-07,Bali,33500.0
2023-02-08,Bali,33400.0
2023-02-09,Bali,33400.0
2023-02-10,Bali,33400.0
2023-02-13,Bali,32650.0
2023-02-14,Bali,32000.0
2023-02-15,Bali,32000.0
2023-02-16,Bali,32000.0
2023-02-17,Bali,30250.0
2023-02-20,Bali,29250.0
2023-02-21,Bali,28750.0
2023-02-22,Bali,28650.0
2023-02-23,Bali,28650.0
2023-02-24,Bali,28650.0
2023-02-27,Bali,28900.0
2023-02-28,Bali,29000.0
